micro_segment_id,macro_segment_id,macro_label,start_idx,end_idx,start_time_sec,end_time_sec,duration_sec,start_frame,end_frame,ScenarioTime_start_raw,ScenarioTime_end_raw,change_score_mean,change_score_max,speed_start,speed_end,speed_mean,speed_std,speed_min,speed_max,speed_slope,accel_start,accel_end,accel_mean,accel_std,accel_min,accel_max,accel_jerk_abs_mean,head_turn_rate_mean_abs,head_turn_rate_max_abs,head_body_yaw_diff_mean_abs,head_body_yaw_diff_max_abs,distance_start,distance_end,distance_mean,distance_min,distance_slope,distance_closing_mean,distance_change_mean,car_speed_mean,car_accel_mean,avatar_vr_gap_max,displacement_xz,path_length_xz,progress_ratio,speed_delta,speed_cv,speed_drop,speed_recovery,zero_velocity_duration_sec,distance_delta,motion_tag,head_tag,car_tag,motion_tag_type,head_tag_type,car_tag_type,has_inferred_behavior,motion_evidence,head_evidence,car_context_evidence,tagging_note,primary_evidence,supporting_evidence,columns_used,notes,plain_description,signals_used_for_boundaries
10,2,main_movement,274,281,12.886474999999999,13.212401999999999,0.3259270000000001,353.87530517578125,353.9583435058594,215788,215809,0.004461271566293449,0.03569017253034759,0.7499181957900662,0.7472903607954344,0.7643473896314342,0.030545021643789683,0.720602286588308,0.8299702155944062,0.083764101271147,-0.08101807354316,0.4269504381741543,0.053155071141830545,0.19842653633521312,-0.2267943439720871,0.4269504381741543,0.11421729322502407,4.664954450292307,7.235706626464319,0.17758178710937855,0.34613037109375,12.274219669930105,12.232065193831517,12.246299927835377,12.232065193831517,-0.1236179049709795,0.009470469157591026,-0.007447369616194263,0.15287023261782007,-1.2314850957293633,5.766901464417556,1.4328513122172928,1.4333937384565147,0.9996215790367509,-0.002627834994631817,0.03996222405955804,0.04442266041871745,0.10936792900609815,0.0,-0.042154476098588134,speed_steady,head_still,neutral,observable,observable,observable,False,speed CV 0.04,"head turn mean 4.7, max 7.2 deg/s",min distance 12.23 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed CV 0.04 | head turn mean 4.7, max 7.2 deg/s | min distance 12.23 m","speed 0.75->0.75 m/s; mean 0.76, cv 0.04; accel min/max -0.23/0.43; distance 12.27->12.23 m; head max 7.2 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.75->0.75 m/s; mean 0.76, cv 0.04; accel min/max -0.23/0.43; distance 12.27->12.23 m; head max 7.2 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
11,2,main_movement,281,297,13.212401999999999,13.920653999999999,0.7082519999999999,353.9583435058594,355.8298034667969,215809,215857,0.2708188459194536,1.6436001700392988,0.7472903607954344,1.482505809694741,1.0734050468888439,0.23092145966558128,0.7472903607954344,1.482505809694741,1.0278211030712046,0.4269504381741543,0.0837942227034361,0.7036625007092008,0.32883633754509434,0.0837942227034361,1.1530731045392693,0.13495837564437632,58.707130425601726,228.09632148198295,4.070847455193016,14.049453735351562,12.232065193831517,12.108568924376698,12.185045136945773,12.108568924376698,-0.17500588432797964,0.007439266441908276,-0.007351703119035041,0.0004929645887659719,-0.09799030348976706,5.497991581511141,44.015870905193175,46.25375188862853,0.9516173090385445,0.7352154488993066,0.21512984342199976,0.0,0.7352154488993066,0.0,-0.12349626945481873,speed_increasing,head_active,neutral,observable,observable,observable,False,speed slope 1.03 m/s/s,"head turn mean 58.7, max 228.1 deg/s",min distance 12.11 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed slope 1.03 m/s/s | head turn mean 58.7, max 228.1 deg/s | min distance 12.11 m","speed 0.75->1.48 m/s; mean 1.07, cv 0.22; accel min/max 0.08/1.15; distance 12.23->12.11 m; head max 228.1 deg/s; progress ratio 0.95",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.75->1.48 m/s; mean 1.07, cv 0.22; accel min/max 0.08/1.15; distance 12.23->12.11 m; head max 228.1 deg/s; progress ratio 0.95",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
12,2,main_movement,297,311,13.920653999999999,14.592528999999999,0.671875,355.8298034667969,355.61651611328125,215857,215898,0.7329752799189708,1.5144447989826935,1.482505809694741,1.5007141209535488,1.3229954908594672,0.09124819338125108,1.2160878160813595,1.5007141209535488,0.035097549686805216,0.0837942227034361,0.4324985075865586,0.11168636885757395,0.2739383837525896,-0.3021477821054347,0.4563773792514612,0.11291859574702431,59.42575795958914,205.0212238209103,4.872469075520834,7.98443603515625,12.108568924376698,11.895918787756903,12.012173216797274,11.895918787756903,-0.30954998411533224,0.014973348586989132,-0.015064818361417733,2.6417879947562933e-05,-6.81544759126512e-05,4.803548154490711,8.506212714883732,18.27496816669539,0.46545704689027023,0.01820831125880784,0.06897090278211973,0.2664179936133815,0.2846263048721893,0.0,-0.2126501366197946,hesitating,head_active,yielding,inferred,observable,inferred,True,speed drop 0.27 m/s with recovery 0.28 m/s,"head turn mean 59.4, max 205.0 deg/s",near-car slowing context; min distance 11.90 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed drop 0.27 m/s with recovery 0.28 m/s | head turn mean 59.4, max 205.0 deg/s | near-car slowing context; min distance 11.90 m","speed 1.48->1.50 m/s; mean 1.32, cv 0.07; accel min/max -0.30/0.46; distance 12.11->11.90 m; head max 205.0 deg/s; progress ratio 0.47",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.48->1.50 m/s; mean 1.32, cv 0.07; accel min/max -0.30/0.46; distance 12.11->11.90 m; head max 205.0 deg/s; progress ratio 0.47",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
13,2,main_movement,311,347,14.592528999999999,16.312987999999997,1.7204589999999982,355.61651611328125,353.1122436523437,215898,216006,0.09276060590725435,0.9227265859274487,1.5007141209535488,1.64105413059329,1.414112851070652,0.07429510724318407,1.246691797607251,1.64105413059329,-0.010776807091831682,0.4324985075865586,0.1754662911619821,0.053633005724365156,0.24307463940395377,-0.3929961717445181,0.6213792174869543,0.1074306350204896,12.463988192526402,33.921635997188865,1.0301806475665134,5.586425781250028,11.895918787756903,11.391793651873984,11.607284959156104,11.391793651873984,-0.2928489322466407,0.014168960751371324,-0.014189539015280228,2.01090682289608e-05,-1.7595430278814694e-05,3.9178889317707126,2.4555588236571193,16.295121719384873,0.1506928801112272,0.14034000963974114,0.05253831558558698,0.25402232334629793,0.39436233298603907,0.0,-0.5041251358829193,speed_steady,head_still,proceeding,observable,observable,inferred,True,speed CV 0.05,"head turn mean 12.5, max 33.9 deg/s",near-car proceeding context; min distance 11.39 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed CV 0.05 | head turn mean 12.5, max 33.9 deg/s | near-car proceeding context; min distance 11.39 m","speed 1.50->1.64 m/s; mean 1.41, cv 0.05; accel min/max -0.39/0.62; distance 11.90->11.39 m; head max 33.9 deg/s; progress ratio 0.15",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.50->1.64 m/s; mean 1.41, cv 0.05; accel min/max -0.39/0.62; distance 11.90->11.39 m; head max 33.9 deg/s; progress ratio 0.15",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
14,2,main_movement,347,357,16.312987999999997,16.763915999999995,0.45092799999999755,353.1122436523437,353.49755859375,216006,216036,0.9410708331690423,2.4913394619603686,1.64105413059329,1.2342574223650893,1.4274214856367895,0.10674537157844298,1.2342574223650893,1.64105413059329,-0.7096959403656585,0.1754662911619821,-0.1841644049674392,-0.26518774098306425,0.25111213184826375,-0.7126906800372145,0.1754662911619821,0.1577279964414245,120.65267407875535,207.74847157434127,5.253261219371452,11.247055053710938,11.391793651873984,11.297610024753189,11.33961179711636,11.297610024753189,-0.21607709859081278,0.0090234691461951,-0.00956050317181039,1.2443088867460695e-05,6.652033905944951e-05,2.0862635600120467,55.33045653799742,55.33262969984546,0.9999607254912729,-0.4067967082282007,0.07478195659274571,0.4067967082282007,0.0,0.0,-0.09418362712079542,speed_decreasing,head_checking,yielding,observable,inferred,inferred,True,speed slope -0.71 m/s/s,brief head turn max 207.7 deg/s,near-car slowing context; min distance 11.30 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,speed slope -0.71 m/s/s | brief head turn max 207.7 deg/s | near-car slowing context; min distance 11.30 m,"speed 1.64->1.23 m/s; mean 1.43, cv 0.07; accel min/max -0.71/0.18; distance 11.39->11.30 m; head max 207.7 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.64->1.23 m/s; mean 1.43, cv 0.07; accel min/max -0.71/0.18; distance 11.39->11.30 m; head max 207.7 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
15,2,main_movement,357,375,16.763915999999995,17.581542999999996,0.8176270000000017,353.49755859375,353.1574401855469,216036,216090,0.157008494350544,1.0906588312566725,1.2342574223650893,1.4330797522357357,1.3309104872792898,0.04668952570804825,1.225061938282452,1.4330797522357357,0.021620645477474672,-0.1841644049674392,-0.242279546146661,-0.04094865430888941,0.13392673053094906,-0.242279546146661,0.2741554959318573,0.15376966643925072,90.34774815267015,134.03289756728,5.916837190326891,11.521369934082031,11.297610024753189,11.395750772851423,11.326767185208805,11.288937676887809,0.14110517985974308,-0.004608032252469679,0.0049014565133792005,4.8303071504434896e-05,-3.865374559859896e-06,1.6413951473826145,31.20772846182062,51.27756918930568,0.6086038974782217,0.1988223298706464,0.03508089097974815,0.1576818983992141,0.20801781395328378,0.0,0.09814074809823481,speed_steady,head_active,proceeding,observable,observable,inferred,True,speed CV 0.04,"head turn mean 90.3, max 134.0 deg/s",near-car proceeding context; min distance 11.29 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed CV 0.04 | head turn mean 90.3, max 134.0 deg/s | near-car proceeding context; min distance 11.29 m","speed 1.23->1.43 m/s; mean 1.33, cv 0.04; accel min/max -0.24/0.27; distance 11.30->11.40 m; head max 134.0 deg/s; progress ratio 0.61",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.23->1.43 m/s; mean 1.33, cv 0.04; accel min/max -0.24/0.27; distance 11.30->11.40 m; head max 134.0 deg/s; progress ratio 0.61",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
16,2,main_movement,375,406,17.581542999999996,19.019286999999995,1.4377439999999986,353.1574401855469,354.10626220703125,216090,216183,0.26023581651915667,1.5198537035658062,1.4330797522357357,1.2207865324294185,1.2355043431702823,0.06563640964187299,1.1382167755770132,1.4330797522357357,-0.053598231584266555,-0.242279546146661,-0.1214790749158235,-0.06593542384631094,0.12916214345711016,-0.4063895630973689,0.1683460500108454,0.09445803447254313,23.056683263337128,53.39071556001789,1.5954580307006836,4.04681396484375,11.395750772851423,11.62346455257587,11.509822699265179,11.395750772851423,0.16693477094145892,-0.00744355028706355,0.007359613767379487,0.0001152777179803124,0.0002981710642619637,2.3417824503800664,25.63856519387718,29.460437111161067,0.8702710383127352,-0.2122932198063172,0.05312519539466055,0.2948629766587225,0.16757391913686903,0.0,0.2277137797244464,hesitating,head_active,yielding,inferred,observable,inferred,True,speed drop 0.29 m/s with recovery 0.17 m/s,"head turn mean 23.1, max 53.4 deg/s",near-car slowing context; min distance 11.40 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed drop 0.29 m/s with recovery 0.17 m/s | head turn mean 23.1, max 53.4 deg/s | near-car slowing context; min distance 11.40 m","speed 1.43->1.22 m/s; mean 1.24, cv 0.05; accel min/max -0.41/0.17; distance 11.40->11.62 m; head max 53.4 deg/s; progress ratio 0.87",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.43->1.22 m/s; mean 1.24, cv 0.05; accel min/max -0.41/0.17; distance 11.40->11.62 m; head max 53.4 deg/s; progress ratio 0.87",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
17,2,main_movement,406,436,19.019286999999995,20.499022999999998,1.4797360000000026,354.10626220703125,351.1539306640625,216183,216273,0.42316541533932767,1.9550429249684629,1.2207865324294185,1.1486817560823082,1.1814785832731591,0.06709020617206153,1.0964999444366033,1.341696380643137,-0.07169513710603197,-0.1214790749158235,0.0237051305487845,-0.05625675152456758,0.18705339201152643,-0.439378524371188,0.290328059311363,0.06420771289598022,11.34161371979028,31.35360113066072,0.6759249779485823,2.091293334960937,11.62346455257587,11.800841830076642,11.764461429828573,11.62346455257587,0.16616583557989015,-0.005534650765947496,0.005924107884700058,0.22270278908772856,0.6179308721633301,3.8124540672393503,11.145478949651105,12.36991160576512,0.9010152460957477,-0.07210477634711032,0.05678495329656789,0.24519643620653375,0.0521818116457049,0.0,0.17737727750077248,speed_steady,head_still,proceeding,observable,observable,inferred,True,speed CV 0.06,"head turn mean 11.3, max 31.4 deg/s",near-car proceeding context; min distance 11.62 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed CV 0.06 | head turn mean 11.3, max 31.4 deg/s | near-car proceeding context; min distance 11.62 m","speed 1.22->1.15 m/s; mean 1.18, cv 0.06; accel min/max -0.44/0.29; distance 11.62->11.80 m; head max 31.4 deg/s; progress ratio 0.90",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.22->1.15 m/s; mean 1.18, cv 0.06; accel min/max -0.44/0.29; distance 11.62->11.80 m; head max 31.4 deg/s; progress ratio 0.90",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
18,3,deceleration,436,464,20.499022999999998,21.894286999999995,1.3952639999999974,351.1539306640625,349.1106872558594,216273,216356,0.2683509819062261,1.7652023339685912,1.1486817560823082,0.8808008276739705,1.0165563285798727,0.08493043009581328,0.8808008276739705,1.1726349377311265,-0.1995098926244734,0.0237051305487845,-0.2159094577427938,-0.17156166960722244,0.07467945930339197,-0.2547187577438091,0.0237051305487845,0.04067474278270284,6.931880694651733,15.608427500364126,0.7531527815193917,1.8592376708984943,11.800841830076642,9.749993773921542,11.012953281396205,9.749993773921542,-1.4893824640942093,0.07132127576259481,-0.07126678614789983,2.3996306895059223,2.0922683229875543,5.048686017409674,1.8917302672700818,5.0219198638420535,0.37669463443464846,-0.26788092840833766,0.08354719527884985,0.291834110057156,0.0,0.0,-2.0508480561551004,speed_decreasing,head_still,yielding,observable,observable,inferred,True,speed slope -0.20 m/s/s,"head turn mean 6.9, max 15.6 deg/s",near-car slowing context; min distance 9.75 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed slope -0.20 m/s/s | head turn mean 6.9, max 15.6 deg/s | near-car slowing context; min distance 9.75 m","speed 1.15->0.88 m/s; mean 1.02, cv 0.08; accel min/max -0.25/0.02; distance 11.80->9.75 m; head max 15.6 deg/s; progress ratio 0.38",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 1.15->0.88 m/s; mean 1.02, cv 0.08; accel min/max -0.25/0.02; distance 11.80->9.75 m; head max 15.6 deg/s; progress ratio 0.38",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
19,3,deceleration,464,492,21.894286999999995,23.311522999999998,1.4172360000000026,349.1106872558594,344.7002868652344,216356,216440,0.40826718796751804,2.503661028794947,0.8808008276739705,0.3638711198696731,0.6741655161558922,0.1651219941252795,0.355599098394785,0.8808008276739705,-0.3611133208484641,-0.2159094577427938,-0.4002473748110772,-0.35131961855647953,0.17789166389328803,-0.6460866842119357,-0.066300214557937,0.0495540644565281,59.277848658670294,197.08174933172128,2.7351416226091056,9.700271606445312,9.749993773921542,7.056893778653934,8.120622810272517,7.056893778653934,-1.987847843425152,0.09566898246400764,-0.09703753976813316,4.789114135187043,0.6441800785285969,5.957217496658296,78.2435239659985,78.36797591254901,0.9984119540526428,-0.5169297078042974,0.24492797416695095,0.5252017292791855,0.008272021474888092,0.0,-2.693099995267608,speed_decreasing,head_active,yielding,observable,observable,inferred,True,speed slope -0.36 m/s/s,"head turn mean 59.3, max 197.1 deg/s",near-car slowing context; min distance 7.06 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed slope -0.36 m/s/s | head turn mean 59.3, max 197.1 deg/s | near-car slowing context; min distance 7.06 m","speed 0.88->0.36 m/s; mean 0.67, cv 0.24; accel min/max -0.65/-0.07; distance 9.75->7.06 m; head max 197.1 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.88->0.36 m/s; mean 0.67, cv 0.24; accel min/max -0.65/-0.07; distance 9.75->7.06 m; head max 197.1 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
20,3,deceleration,492,511,23.311522999999998,24.150878999999996,0.8393559999999987,344.7002868652344,348.0640869140625,216440,216496,0.3314197917868029,1.165711929063871,0.3638711198696731,0.3165605664372026,0.289658035096246,0.03427317469578626,0.226701501821824,0.3638711198696731,-0.057037065284291276,-0.4002473748110772,-0.069422171027048,-0.12058286281505004,0.1682819727672444,-0.422191113330294,0.073622445650035,0.03781658894293102,94.44047543373547,176.85681320400164,3.8287109375,7.13916015625,7.056893778653934,8.443344202428879,7.5223605574568975,7.052963392445637,1.6892413545337066,-0.06760858530751418,0.06871241795300148,4.224274427436396,-1.3842937676753195,6.210406211399128,73.75299741790396,73.79802967196714,0.9993897905640116,-0.04731055343247048,0.11832288610394721,0.13716961804784908,0.0898590646153786,0.0,1.3864504237749449,speed_steady,head_active,proceeding,observable,observable,inferred,True,speed CV 0.12,"head turn mean 94.4, max 176.9 deg/s",near-car proceeding context; min distance 7.05 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed CV 0.12 | head turn mean 94.4, max 176.9 deg/s | near-car proceeding context; min distance 7.05 m","speed 0.36->0.32 m/s; mean 0.29, cv 0.12; accel min/max -0.42/0.07; distance 7.06->8.44 m; head max 176.9 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.36->0.32 m/s; mean 0.29, cv 0.12; accel min/max -0.42/0.07; distance 7.06->8.44 m; head max 176.9 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
21,3,deceleration,511,521,24.150878999999996,24.573241999999997,0.4223630000000007,348.0640869140625,348.9294738769531,216496,216526,0.6906343313834168,1.8510571797916662,0.3165605664372026,0.1422433812634081,0.2218337577404694,0.05412068477884014,0.1422433812634081,0.3165605664372026,-0.4005856273830994,-0.069422171027048,-0.2634550850222938,-0.2589396126217646,0.08091507551681602,-0.3670878772180843,-0.069422171027048,0.041898224723227614,32.52482004938337,68.91079852984093,4.4933610395951655,7.24322509765625,8.443344202428879,9.756808332979256,9.106281563099857,8.443344202428879,3.114675373817249,-0.1306578422239876,0.131469864613321,3.2768757764698435,-1.3998203153538045,6.321543674809738,3.035582918059908,8.894927983666493,0.34127121924247883,-0.1743171851737945,0.24396956229789746,0.1743171851737945,0.0,0.0,1.3134641305503774,mixed_motion,head_active,neutral,inferred,observable,observable,True,motion did not match the stronger motion rules,"head turn mean 32.5, max 68.9 deg/s",min distance 8.44 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"motion did not match the stronger motion rules | head turn mean 32.5, max 68.9 deg/s | min distance 8.44 m","speed 0.32->0.14 m/s; mean 0.22, cv 0.24; accel min/max -0.37/-0.07; distance 8.44->9.76 m; head max 68.9 deg/s; progress ratio 0.34",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.32->0.14 m/s; mean 0.22, cv 0.24; accel min/max -0.37/-0.07; distance 8.44->9.76 m; head max 68.9 deg/s; progress ratio 0.34",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
22,3,deceleration,525,539,24.754394999999995,25.379882999999996,0.6254880000000007,349.7750549316406,352.7677917480469,216538,216580,0.19537504306635273,1.3534031402315583,0.1220977221210657,0.4155578756225857,0.24586105075620437,0.10670011658531896,0.1220977221210657,0.4155578756225857,0.5355231557747806,-0.0435363432832885,0.1150440745784765,0.33198774521434654,0.19157943610575043,-0.0435363432832885,0.5473577084215405,0.07308626325342095,96.74255010614858,278.84635164654924,4.567055257161455,11.980804443359377,10.273843801416598,12.243470173437425,11.218901290134605,10.273843801416598,3.116494738157294,-0.1409289862733981,0.13991826593644557,2.893163550048359,0.3555191416606298,6.446743775373631,75.7136662118014,75.71768627752746,0.9999469071768605,0.29346015350152,0.43398544119590016,0.0,0.29346015350152,0.0,1.9696263720208265,mixed_motion,head_active,neutral,inferred,observable,observable,True,motion did not match the stronger motion rules,"head turn mean 96.7, max 278.8 deg/s",min distance 10.27 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"motion did not match the stronger motion rules | head turn mean 96.7, max 278.8 deg/s | min distance 10.27 m","speed 0.12->0.42 m/s; mean 0.25, cv 0.43; accel min/max -0.04/0.55; distance 10.27->12.24 m; head max 278.8 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.12->0.42 m/s; mean 0.25, cv 0.43; accel min/max -0.04/0.55; distance 10.27->12.24 m; head max 278.8 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
23,3,deceleration,539,550,25.379882999999996,25.933349999999997,0.5534670000000013,352.7677917480469,354.0571594238281,216580,216613,0.9201159547438581,1.6273980371879528,0.4155578756225857,0.2104049889677123,0.3012009239596185,0.07660380567522153,0.2104049889677123,0.4155578756225857,-0.42985640108798717,0.1150440745784765,0.0176267082837473,-0.1863257880993212,0.15166916799193894,-0.3702478666284397,0.1150440745784765,0.07937877419264576,141.34593917072914,290.7890625000005,5.74934895833334,10.776947021484377,12.243470173437425,14.3550652751545,13.25367239134295,12.243470173437425,3.7970205027544393,-0.18977495212585982,0.1895675383062028,3.5607345650767823,1.6077611774363743,6.652531051340227,54.464673852275354,54.47527830186267,0.999805334641366,-0.20515288665487344,0.2543279239259295,0.20515288665487344,0.0,0.0,2.111595101717075,speed_decreasing,head_active,neutral,observable,observable,observable,False,speed slope -0.43 m/s/s,"head turn mean 141.3, max 290.8 deg/s",min distance 12.24 m,Tags are separated by dimension; combine motion_tag/head_tag/car_tag later during analysis if needed.,"speed slope -0.43 m/s/s | head turn mean 141.3, max 290.8 deg/s | min distance 12.24 m","speed 0.42->0.21 m/s; mean 0.30, cv 0.25; accel min/max -0.37/0.12; distance 12.24->14.36 m; head max 290.8 deg/s; progress ratio 1.00",ped_speed_xz_smooth|ped_accel_xz_smooth|head_turn_rate|head_body_yaw_diff|car_ped_distance_xz_smooth|distance_closing_smooth|car_speed_xz_smooth|car_accel_xz_smooth|avatar_vr_gap_xz,Motion/head/car tags are independent descriptive measurements; avatar_vr_gap_xz is audit-only and not used for movement boundaries.,"speed 0.42->0.21 m/s; mean 0.30, cv 0.25; accel min/max -0.37/0.12; distance 12.24->14.36 m; head max 290.8 deg/s; progress ratio 1.00",residual ped_speed_xz_smooth|residual ped_accel_xz_smooth|residual head_turn_rate|raw speed pause/hesitation detectors
