segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.918213,low_motion,0,20,9,12
1,0.918213,2.330322,acceleration,20,49,9,12
2,2.330322,16.999023,crossing,49,382,9,12
3,16.999023,28.720459,deceleration,382,645,9,12
4,28.720459,30.413818,post_motion,645,682,9,12
