segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.339874,low_motion,0,32,25,15
1,1.339874,2.839905,acceleration,32,68,25,15
2,2.839905,22.381805,crossing,68,537,25,15
3,22.381805,29.215393,deceleration,537,701,25,15
4,29.215393,44.220612,post_motion,701,1061,25,15
