segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.352051,low_motion,0,7,1,12
1,0.352051,15.062744,acceleration,7,339,1,12
2,15.062744,24.463379,crossing,339,552,1,12
3,24.463379,27.435059,deceleration,552,619,1,12
