segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.59082,low_motion,0,38,22,15
1,1.59082,1.96582,acceleration,38,47,22,15
2,1.96582,17.674805,crossing,47,424,22,15
3,17.674805,33.008545,deceleration,424,792,22,15
4,33.008545,34.467529,post_motion,792,827,22,15
