segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.108154,low_motion,0,2,4,15
1,0.108154,0.780396,acceleration,2,15,4,15
2,0.780396,20.177612,crossing,15,440,4,15
3,20.177612,23.376343,deceleration,440,511,4,15
4,23.376343,42.365845,post_motion,511,880,4,15
