segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.800293,low_motion,0,19,22,3
1,0.800293,1.175293,acceleration,19,28,22,3
2,1.175293,22.384521,crossing,28,537,22,3
3,22.384521,31.218018,deceleration,537,749,22,3
4,31.218018,40.902832,post_motion,749,981,22,3
