segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.203613,low_motion,0,4,4,16
1,0.203613,1.414307,acceleration,4,27,4,16
2,1.414307,15.115234,crossing,27,322,4,16
3,15.115234,21.754639,deceleration,322,446,4,16
4,21.754639,26.846191,post_motion,446,538,4,16
