segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.331055,low_motion,0,7,9,15
1,0.331055,0.980957,acceleration,7,22,9,15
2,0.980957,13.043701,crossing,22,279,9,15
3,13.043701,25.093506,deceleration,279,544,9,15
