segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.171875,low_motion,0,25,9,7
1,1.171875,3.342407,acceleration,25,73,9,7
2,3.342407,16.550537,crossing,73,350,9,7
3,16.550537,27.740234,deceleration,350,591,9,7
4,27.740234,31.453003,post_motion,591,674,9,7
