segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.54834,low_motion,0,13,25,21
1,0.54834,2.381714,acceleration,13,57,25,21
2,2.381714,23.382568,crossing,57,561,25,21
3,23.382568,25.340942,deceleration,561,608,25,21
4,25.340942,46.727905,post_motion,608,1121,25,21
