segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.032471,low_motion,0,44,9,3
1,2.032471,3.893555,acceleration,44,84,9,3
2,3.893555,21.327881,crossing,84,461,9,3
3,21.327881,31.66626,deceleration,461,685,9,3
4,31.66626,35.14624,post_motion,685,759,9,3
