segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.573486,low_motion,0,13,1,16
1,0.573486,19.834961,acceleration,13,421,1,16
2,19.834961,24.852295,crossing,421,531,1,16
3,24.852295,32.949463,deceleration,531,701,1,16
