scenario,description,recordings,ped_start_x_range,ped_start_z_range,veh_start_x_range,veh_start_z_range,ped_direction_arc_deg,veh_direction_arc_deg,ped_displacement_median,ped_displacement_iqr,veh_displacement_median,veh_displacement_iqr,common_origin_supported
3,"Orthogonal approach — pedestrian near vehicle lane, same side",26,0.4656038284301758,0.49343109130859375,0.00046539306640625,7.62939453125e-06,7.830478352765933,24.86954918022799,18.74192148610873,1.2162265778267027,83.40893999471302,1.6796252581909812,True
7,"Orthogonal approach — pedestrian near vehicle lane, opposite side",23,0.3817610740661621,0.5996322631835938,6.103515625e-05,7.62939453125e-06,5.555695070840327,0.7498889295934583,18.40314207585081,1.0623857608641494,110.4796870314286,4.680012490095947,True
12,"Orthogonal approach — pedestrian far from vehicle lane, opposite side",26,0.23133373260498047,0.3979949951171875,0.000274658203125,7.62939453125e-06,14.510073475772073,22.33331468081362,15.421871414071223,2.7340231427943653,83.93087454430929,1.4175653165396938,True
15,"Parallel/contra-directional approach — pedestrian near vehicle lane, opposite side",28,0.49753499031066895,0.9510345458984304,0.000194549560546875,7.629394545460855e-06,218.81772048269352,123.14579917468362,16.522032536787822,0.7405053104412502,63.005393827805534,2.9642962726251056,True
16,"Parallel/contra-directional approach — pedestrian far from vehicle lane, opposite side",25,0.35816001892089844,0.6712265014648438,0.00010347366333007812,0.0,85.89055754899614,78.67206217928502,9.662087542703512,5.312214640354582,88.20477492028807,7.037306630029789,True
21,"Parallel/contra-directional approach — pedestrian near vehicle lane, same side",27,0.2998981475830078,0.27765655517578125,0.00016021728515625,1.525878903407829e-05,64.81912400411471,113.23554291739234,18.608770319530223,0.817223568443854,61.78709558544894,1.459444657354581,True
