ScenarioTime, GameTime, Frame Number, FrameRate, FrameRate-XRDevice, dt                , car_x              , car_z             , car_yaw           , A_velocity_raw        , A_accel_raw, A_steering, A_indicators, A_horn, ped_x             , ped_z             , ped_yaw           , ped_avatar_x       , ped_avatar_z      , ped_avatar_yaw    , car_speed_xz          , ped_speed_xz      , car_speed_xz_smooth   , ped_speed_xz_smooth, car_accel_xz           , ped_accel_xz           , car_ped_distance_xz, distance_change       , distance_closing     , avatar_vr_gap_xz  , ped_stopped, ped_walking, car_slowing, close_interaction, ped_possible_noise, car_possible_noise, car_accel_xz_raw_unsmoothed, ped_accel_xz_raw_unsmoothed
    0.458496, 2825.184,       215000,  0.014992,                0.0, 0.044922          , 84.69007873535156  , 58.0099983215332  , 269.9997863769531 , 0.0012770015661697    , 0.0        , -0.005096 ,             ,       , 12.73102855682373 , 67.00701141357422 , 224.22506713867188, 15.075925827026367 , 58.06128692626953 ,  90.75558471679688, 0.0                   , 0.0040334488881394, 0.0001941045033455    ,  0.0040334488881394, -6.261483563726923e-05 , -0.009256989737161896  , 72.51931568330085  , -0.003075506978049    , 0.003075506978049    , 9.247947329573549 ,            ,            ,           0,                  ,                   ,                   , -0.0012060360315876        , -0.0013467784504792
    0.501953, 2825.227,       215003,  0.014716,                0.0, 0.0434569999999999, 84.6900863647461   , 58.0099983215332  , 270.0005798339844 , 0.0001570127383367    , 0.0        , -0.005096 ,             ,       , 12.731121063232422, 67.00706481933594 , 224.35745239257807, 15.075845718383787 , 58.061302185058594,  90.75476837158205, 0.0001755619239995    , 0.0024579649038654, 0.0001941045033455    ,  0.0040334488881394, 1.5351386482330767e-05 , -0.006478009689819254  , 72.51923808776768  , -0.001785570406849    , 0.001785570406849    , 9.247940463546865 ,            ,            ,           0,                  ,                   ,                   , 0.0                        , 0.0
    0.545898, 2825.271,       215006,  0.014656,                0.0, 0.043945          , 84.69009399414062  , 58.00999450683594 , 270.0006103515625 , 0.000268              , 0.0        , -0.005096 ,             ,       , 12.731178283691406, 67.0071029663086  , 224.4447784423828 , 15.07528018951416  , 58.061073303222656,  90.75872802734376, 0.0001941045033455    , 0.0015649205360772, 0.0001755619239995    ,  0.0040334488881394, 0.00024118702458076155 , -0.004408797933421193  , 72.51919408580773  , -0.0010012961645117   , 0.0010012961645117   , 9.248040899438935 ,            ,            ,           0,                  ,                   ,                   , -0.0004219496949814        , 0.0
    0.591064, 2825.316,       215009,  0.014846,                0.0, 0.045166          , 84.6900634765625   , 58.0099983215332  , 270.00201416015625, 0.001690010650854     , 0.0        , -0.005096 ,             ,       , 12.731361389160156, 67.0071792602539  , 224.4892578125    , 15.074010848999023 , 58.06120300292969 ,  90.75530242919922, 0.0006809341670105    , 0.0043918934112496, 0.0001941045033455    ,  0.0043918934112496, 0.0005062437686183539  , -0.0024310886020527537 , 72.51899110541736  , -0.0044940971166273   , 0.0044940971166273   , 9.247621190786957 ,            ,            ,           0,                  ,                   ,                   , 0.000410542871761          , 0.0079361582409371
    0.637939, 2825.363,       215012,  0.015163,                0.0, 0.046875          , 84.69005584716797  , 58.0099983215332  , 270.0020751953125 , 0.0004580043667914    , 0.0        , -0.005096 ,             ,       , 12.731712341308594, 67.00730895996094 , 224.4652709960937 , 15.075770378112791 , 58.062767028808594,  90.73086547851562, 0.0001627604166666    , 0.0079819009344005, 0.0001941045033455    ,  0.0043918934112496, 0.0007745287454833231  , -0.0005815248871629539 , 72.51865138591326  , -0.0072473494207467   , 0.0072473494207467   , 9.246590638611014 ,            ,            ,           0,                  ,                   ,                   , 0.0                        , 0.0
    0.682373, 2825.407,       215015,  0.014976,                0.0, 0.0444339999999999, 84.69007110595703  , 58.0099983215332  , 270.00274658203125, 0.001820004395599     , 0.0        , -0.005096 ,             ,       , 12.731913566589355, 67.00738525390625 , 224.3976593017578 , 15.08092212677002  , 58.06520080566406 ,  90.69137573242188, 0.0003434034537178    , 0.0048432081893195, 0.0003378379547115    ,  0.0043918934112496, 0.0027087658255216924  , 0.0008155028030750616  , 72.51847632204702  , -0.0039398628581091   , 0.0039398628581091   , 9.245566717199464 ,            ,            ,           0,                  ,                   ,                   , 0.003234762824998          , 0.0
    0.727539, 2825.453,       215018,  0.014979,                0.0, 0.045166          , 84.6900634765625   , 58.0099983215332  , 270.002197265625  , 0.0002270088104017    , 0.0        , -0.005096 ,             ,       , 12.732040405273438, 67.00743103027344 , 224.32598876953125, 15.086665153503418 , 58.067115783691406,  90.65497589111328, 0.0001689189773557    , 0.0029855712468258, 0.0001726497970411    ,  0.0029855712468258, 0.012711781187354922   , 0.001868514250285754   , 72.5183485724577   , -0.002828445939973    , 0.002828445939973    , 9.24518763537248  ,            ,            ,           0,                  ,                   ,                   , -0.0036573563669646        , -0.0311367436661145
    0.772705, 2825.498,       215021,  0.014968,                0.0, 0.0451659999999999, 84.69004821777344  , 58.0099983215332  , 270.0014038085937 , 0.000500000999999     , 0.0        , -0.005096 ,             ,       , 12.732117652893066, 67.00745391845703 , 224.2649383544922 , 15.08962345123291  , 58.06879425048828 ,  90.63768005371094, 0.0003378379547115    , 0.0017838005968699, 0.0001726497970411    ,  0.0029855712468258, 0.02771955194764322    , 0.005559832877123615   , 72.51825962058632  , -0.0019694431956837   , 0.0019694431956837   , 9.244320972844744 ,            ,            ,           0,                  ,                   ,                   , 0.0                        , 0.0
    0.816895, 2825.542,       215024,  0.014878,                0.0, 0.04419           , 84.69005584716797  , 58.0099983215332  , 270.00177001953125, 1.8e-05               , 0.0        , -0.005096 ,             ,       , 12.73216438293457 , 67.0074691772461  , 224.0953826904297 , 15.093664169311523 , 58.070274353027344,  90.60379028320312, 0.0001726497970411    , 0.001112427873895 , 0.0001726497970411    ,  0.0029855712468258, 0.057597308013730385   , 0.009147553161616924   , 72.51822271524445  , -0.0008351514340865   , 0.0008351514340865   , 9.243924089211292 ,            ,            ,           0,                  ,                   ,                   , 0.0                        , 0.0
    0.864258, 2825.589,       215027,  0.015231,                0.0, 0.0473629999999999, 84.69005584716797  , 58.0099983215332  , 270.0013427734375 , 0.0005970033500743    , 0.00119    , -0.005096 ,             ,       , 12.732467651367188, 67.00757598876953 , 223.91587829589844, 15.100051879882812 , 58.07305145263672 ,  90.56208801269533, 0.0                   , 0.0067885964544766, 0.0003378379547115    ,  0.0067885964544766, 0.09725262407821132    , 0.013223317483546077   , 72.51793504254239  , -0.0060737854877808   , 0.0060737854877808   , 9.242899099626436 ,            ,            ,           0,                  ,                   ,                   , 0.0034877046992446         , 0.0802952770654475
    0.912109, 2825.637,       215030,  0.015591,                0.0, 0.0478509999999999, 84.69007873535156  , 58.0099983215332  , 270.0004577636719 , 0.0015960112781556    , 0.018204   , -0.005096 ,             ,       , 12.733213424682615, 67.00784301757812 , 223.6887664794922 , 15.10243320465088  , 58.074256896972656,  90.54933166503906, 0.0004783219492539    , 0.0165542570652152, 0.0004783219492539    ,  0.0093239786358688, 0.1490237333702775     , 0.01729908180547523    , 72.51725087530481  , -0.0142978670786381   , 0.0142978670786381   , 9.242411121567118 ,            ,            ,           0,                  ,                   ,                   , 0.0029358632952796         , 0.052984936185079
    0.958496, 2825.684,       215033,  0.015539,                0.0, 0.046387          , 84.69000244140625  , 58.0099983215332  , 270.0004577636719 , 0.0041010098756281    , 0.052907   , -0.005096 ,             ,       , 12.733646392822266, 67.00799560546875 , 223.5550842285156 , 15.108972549438477 , 58.0761947631836  ,  90.52552032470705, 0.0016447268698665    , 0.0098965041699094, 0.0016447268698665    ,  0.0098965041699094, 0.21184959031794706    , 0.021692371018585312   , 72.51676448182378  , -0.0104855558890631   , 0.0104855558890631   , 9.242253006521237 ,            ,            ,           0,                  ,                   ,                   , 0.0251450820404988         , 0.0123423703632598
    1.005615, 2825.731,       215036,  0.015564,                0.0, 0.0471189999999999, 84.68963623046875  , 58.0099983215332  , 270.0005798339844 , 0.0096070229519867    , 0.10337    , -0.005127 ,             ,       , 12.73379898071289 , 67.00840759277344 , 223.47659301757807, 15.106298446655272 , 58.07579040527344 ,  90.54161834716795, 0.0077720439207114    , 0.0093239786358688, 0.0077720439207114    ,  0.0128108740861516, 0.28205695359021843    , 0.0260856602316954     , 72.51630081385905  , -0.0098403608891874   , 0.0098403608891874   , 9.242315918335471 ,            ,            ,           0,                  ,                   ,                   , 0.130039199703832          , 0.0618512684106671
    1.053955, 2825.779,       215039,  0.015857,                0.0, 0.04834           , 84.68880462646484  , 58.0099983215332  , 270.0003967285156 , 0.0217240575399716    , 0.164419   , -0.005524 ,             ,       , 12.734159469604492, 67.0089111328125  , 223.5045928955078 , 15.104597091674805 , 58.075660705566406,  90.56066131591795, 0.0172032272218917    , 0.0128108740861516, 0.0172032272218917    ,  0.0128108740861516, 0.3634716781743018     , 0.02967338051618871    , 72.5151804206174   , -0.0231773529509568   , 0.0231773529509568   , 9.242398915650572 ,            ,            ,           0,                  ,                   ,                   , 0.1951010198837479         , 0.0
    1.101318, 2825.826,       215042,  0.015757,                0.0, 0.047363          , 84.68711853027344  , 58.01000213623047 , 270.0000305175781 , 0.0479571526469201    , 0.228169   , -0.006348 ,             ,       , 12.734346389770508, 67.00962829589844 , 223.5793914794922 , 15.097850799560549 , 58.07404327392578 ,  90.59764099121094, 0.0355995293091469    , 0.0156477028350258, 0.0355995293091469    ,  0.0156249079850619, 0.45163953545914903    , 0.033261100800682016   , 72.51341041294992  , -0.0373711054509693   , 0.0373711054509693   , 9.242880112821926 ,            ,            ,           0,                  ,                   ,                   , 0.3884108288591332         , 0.0594141819333728
    1.14917 , 2825.874,       215045,  0.015843,                0.0, 0.047852          , 84.68423461914062  , 58.009986877441406, 270.0002136230469 , 0.071187298059415     , 0.290733   , -0.007355 ,             ,       , 12.73434829711914 , 67.0103759765625  , 223.74069213867188, 15.091266632080078 , 58.07250213623047 ,  90.62723541259766, 0.0602681497052749    , 0.0156249079850619, 0.0602681497052749    ,  0.0156477028350258, 0.5487477789485092     , 0.033776865727639986   , 72.51064160305984  , -0.0578619470468386   , 0.0578619470468386   , 9.243411319603098 ,            ,            ,           0,                  ,                   ,                   , 0.5155191088382521         , 0.0004763614888372
    1.196777, 2825.922,       215048,  0.015815,                0.0, 0.0476069999999999, 84.67984008789062  , 58.00997543334961 , 270.0009460449219 , 0.1161106283851741    , 0.347578   , -0.008331 ,             ,       , 12.73420238494873 , 67.01123809814453 , 224.0018615722656 , 15.088052749633787 , 58.0718002319336  ,  90.64192962646484, 0.092308823306151     , 0.0183666699894167, 0.092308823306151     ,  0.0183666699894167, 0.6534237943424965     , 0.03425598746314894    , 72.50653428514981  , -0.0862755038130235   , 0.0862755038130235   , 9.24414197766206  ,            ,            ,           0,                  ,                   ,                   , 0.6730244207968603         , 0.0571127597704311
    1.245605, 2825.971,       215051,  0.016109,                0.0, 0.048828          , 84.67338562011719  , 58.00995635986328 , 269.9994201660156 , 0.1526079660371633    , 0.398704   , -0.008728 ,             ,       , 12.733949661254885, 67.0122299194336  , 224.3502349853516 , 15.083707809448242 , 58.07109069824219 ,  90.68701934814452, 0.1321884155656816    , 0.0209615986380885, 0.1321884155656816    ,  0.0206440256680828, 0.7642138945605402     , 0.03458717386232255    , 72.50050603492771  , -0.1234588806033708   , 0.1234588806033708   , 9.244746287904732 ,            ,            ,           0,                  ,                   ,                   , 0.8167361403197043         , 0.046640363698413
    1.292969, 2826.018,       215054,  0.015936,                0.0, 0.0473639999999999, 84.66507720947266  , 58.00992584228516 , 269.998046875     , 0.1891012262281765    , 0.448011   , -0.008728 ,             ,       , 12.733675003051758, 67.01316833496094 , 224.6770782470703 , 15.075201034545898 , 58.06925201416016 ,  90.75178527832033, 0.1754173357680438    , 0.0206440256680828, 0.1754173357680438    ,  0.0209615986380885, 0.8875279783496346     , 0.03363776075745641    , 72.49265479180505  , -0.1657639372235982   , 0.1657639372235982   , 9.2453438718985   ,            ,            ,           0,                  ,                   ,                   , 0.9126957225395272         , 0.0067049440504536
    1.339355, 2826.064,       215057,  0.01563 ,                0.0, 0.046386          , 84.6546630859375   , 58.009883880615234, 269.9964294433594 , 0.2557846834214277    , 0.496975   , -0.008728 ,             ,       , 12.733282089233398, 67.0143814086914  , 225.203353881836  , 15.061334609985352 , 58.065895080566406,  90.86243438720705, 0.2245118801572886    , 0.0274893128672746, 0.2245118801572886    ,  0.0272663334659504, 1.007934003780097      , 0.03268834765259027    , 72.48286708047772  , -0.2110057199873696   , 0.2110057199873696   , 9.24636339887307  ,            ,            ,           0,                  ,                   ,                   , 1.0583914195930848         , 0.135918915790581
    1.385986, 2826.111,       215060,  0.015566,                0.0, 0.0466309999999998, 84.6417007446289   , 58.00983810424805 , 269.99444580078125, 0.3041870179494844    , 0.544275   , -0.008759 ,             ,       , 12.732877731323242, 67.01558685302734 , 225.9120941162109 , 15.0360107421875   , 58.05915069580078 ,  91.05545043945312, 0.2779786437715878    , 0.0272663334659504, 0.2779786437715878    ,  0.0274893128672746, 1.125996228784568      , 0.029100627368096967   , 72.47056186952781  , -0.2638847751475254   , 0.2638847751475254   , 9.247819759500503 ,            ,            ,           0,                  ,                   ,                   , 1.146592687574774          , 0.0047817846780942
    1.433105, 2826.158,       215063,  0.015643,                0.0, 0.0471190000000001, 84.62579345703125  , 58.00978088378906 , 269.9919738769531 , 0.3562354049922607    , 0.589659   , -0.008911 ,             ,       , 12.731597900390623, 67.01768493652344 , 227.1583251953125 , 15.008575439453123 , 58.05152130126953 ,  91.25423431396484, 0.3376003419388754    , 0.052157838443578 , 0.3376003419388754    ,  0.052157838443578 , 1.233129042935533      , 0.02551290708360366    , 72.45631573686143  , -0.3023436971579673   , 0.3023436971579673   , 9.250768457136124 ,            ,            ,           0,                  ,                   ,                   , 1.2653430286569634         , 0.5235366959465048
    1.482178, 2826.207,       215066,  0.015921,                0.0, 0.0490729999999999, 84.60594177246094  , 58.00970077514648 , 269.9888916015625 , 0.4417652632880951    , 0.634072   , -0.009338 ,             ,       , 12.72956085205078 , 67.02083587646484 , 229.2884063720703 , 14.982967376708984 , 58.04383850097656 ,  91.39739990234376, 0.4045370407995652    , 0.0764588380326086, 0.4045370407995652    ,  0.0764588380326086, 1.3353417792620645     , 0.021437142761674504   , 72.43904120037836  , -0.3520171271997184   , 0.3520171271997184   , 9.255502301058309 ,            ,            ,           0,                  ,                   ,                   , 1.3640229629468317         , 0.4952010186666918
    1.528809, 2826.254,       215069,  0.015671,                0.0, 0.046631          , 84.58393859863281  , 58.009613037109375, 269.9853210449219 , 0.5029911775260079    , 0.67802    , -0.009949 ,             ,       , 12.726401329040527, 67.02583312988281 , 232.8165283203125 , 14.932250022888184 , 58.03147888183594 ,  91.97847747802734, 0.4718609670798745    , 0.1267887486402074, 0.4718609670798745    ,  0.1060024445105707, 1.4265197347336052     , 0.017361378439745355   , 72.42097684519435  , -0.3873894015571001   , 0.3873894015571001   , 9.260895032312389 ,            ,            ,           0,                  ,                   ,                   , 1.4437590075338118         , 0.6335615036769978
    1.575928, 2826.301,       215072,  0.015665,                0.0, 0.0471189999999999, 84.55809020996094  , 58.00950622558594 , 269.9808654785156 , 0.6010769612703518    , 0.719901   , -0.010742 ,             ,       , 12.723211288452148, 67.03109741210938 , 236.4807281494141 , 14.80082893371582  , 58.00128936767578 ,  92.88286590576172, 0.5485814502832991    , 0.1306353332492699, 0.5485814502832991    ,  0.1060024445105707, 1.5096680156590347     , 0.01296808922663527    , 72.39916392614342  , -0.4629325548277814   , 0.4629325548277814   , 9.265739495541013 ,            ,            ,           0,                  ,                   ,                   , 1.6282281712987268         , 0.0
    1.623291, 2826.348,       215075,  0.015713,                0.0, 0.047363          , 84.52830505371094  , 58.00936508178711 , 269.9753723144531 , 0.6709516548612128    , 0.757526   , -0.011322 ,             ,       , 12.720853805541992, 67.03553009033203 , 239.6861267089844 , 14.67683219909668  , 57.974082946777344,  93.49950408935548, 0.6288767744708906    , 0.1060024445105707, 0.6288767744708906    ,  0.1060024445105707, 1.587262027756577      , 0.008574800013525185   , 72.37252040325555  , -0.5625387515120724   , 0.5625387515120724   , 9.270149718935944 ,            ,            ,           0,                  ,                   ,                   , 1.6953175302998431         , 0.0
    1.670898, 2826.396,       215078,  0.01573 ,                0.0, 0.0476069999999999, 84.49444580078125  , 58.00920104980469 , 269.96881103515625, 0.7431782553613904    , 0.791233   , -0.011414 ,             ,       , 12.71926498413086 , 67.03868103027344 , 241.97369384765625, 14.550443649291992 , 57.94889068603516 ,  94.4824447631836 , 0.7112325972197382    , 0.0741245846801848, 0.7112325972197382    ,  0.0741245846801848, 1.656690773323889      , 0.004987079729031877   , 72.34091573916206  , -0.6638659040370715   , 0.6638659040370715   , 9.272405502670203 ,            ,            ,           0,                  ,                   ,                   , 1.729909944941871          , -0.6696044663680949
    1.719482, 2826.445,       215081,  0.016017,                0.0, 0.0485839999999999, 84.45550537109375  , 58.00899887084961 , 269.96112060546875, 0.8569755434083285    , 0.818164   , -0.011414 ,             ,       , 12.71754264831543 , 67.04133605957031 , 243.57492065429688, 14.3583984375      , 57.91463470458984 ,  95.74868774414062, 0.8015180829319142    , 0.0651396885685057, 0.8015180829319142    ,  0.0651396885685057, 1.7193348059695324     , 0.001399359444538569   , 72.30434572489733  , -0.752717237459362    , 0.752717237459362    , 9.273029998005129 ,            ,            ,           0,                  ,                   ,                   , 1.8583378419268908         , -0.1849352896360755
    1.763184, 2826.488,       215084,  0.015292,                0.0, 0.0437020000000001, 84.41659545898438  , 58.00879287719727 , 269.9534606933594 , 0.9355261698450772    , 0.837054   , -0.011414 ,             ,       , 12.716371536254885, 67.0430679321289  , 244.48785400390625, 14.172479629516602 , 57.88614654541016 ,  96.30010986328124, 0.8903587337620524    , 0.0478391470673192, 0.8903587337620524    ,  0.0478391470673192, 1.778375634574052      , 0.003150276626027385   , 72.26714493002827  , -0.851237812206879    , 0.851237812206879    , 9.271971746171868 ,            ,            ,           0,                  ,                   ,                   , 2.03287380051572           , -0.3958752803346872
    1.811279, 2826.536,       215087,  0.015667,                0.0, 0.048095          , 84.369384765625    , 58.008544921875   , 269.94415283203125, 1.0151019434682411    , 0.848318   , -0.011414 ,             ,       , 12.715261459350586, 67.04447937011719 , 245.03005981445312, 14.339584350585938 , 57.915626525878906,  94.844970703125  , 0.9816268738551396    , 0.0373358813720438, 0.9816268738551396    ,  0.0373358813720438, 1.8242942614218447     , 0.0059488751541108085  , 72.22161378800469  , -0.9466917979743702   , 0.9466917979743702   , 9.27223700661003  ,            ,            ,           0,                  ,                   ,                   , 1.8976637923502917         , -0.2183858133958908
    1.859619, 2826.585,       215090,  0.015914,                0.0, 0.0483399999999998, 84.31744384765625  , 58.00825500488281 , 269.9339294433594 , 1.1359829385518956    , 0.854095   , -0.011414 ,             ,       , 12.714873313903809, 67.04510498046875 , 245.2777404785156 , 14.582237243652344 , 57.959617614746094,  93.48198699951172, 1.0745082141650375    , 0.0152303928409201, 1.0745082141650375    ,  0.0152303928409201, 1.869826135309941      , 0.03100342804207987    , 72.17058101832242  , -1.0557047927651189   , 1.0557047927651189   , 9.27540450432389  ,            ,            ,           0,                  ,                   ,                   , 1.9214178798075745         , -0.4572918603873348
    1.905029, 2826.63 ,       215093,  0.015518,                0.0, 0.0454100000000001, 84.2640151977539   , 58.00795364379883 , 269.9234619140625 , 1.216906818040724     , 0.856897   , -0.010925 ,             ,       , 12.71510410308838 , 67.04537200927734 , 245.30059814453125, 14.751508712768556 , 57.99445343017578 ,  92.5285186767578 , 1.1766020656267715    , 0.0077723401756193, 1.1766020656267715    ,  0.0095075492065136, 1.9016723329356362     , 0.05642581052067156    , 72.11741543860984  , -1.1707901280022774   , 1.1707901280022774   , 9.277180113582602 ,            ,            ,           0,                  ,                   ,                   , 2.248268034832275          , -0.1260260655011335
    1.951416, 2826.677,       215096,  0.015431,                0.0, 0.0463869999999999, 84.20560455322266  , 58.00761795043945 , 269.91229248046875, 1.297927364163727     , 0.858623   , -0.010742 ,             ,       , 12.715537071228027, 67.04545593261719 , 245.1820373535156 , 14.876960754394531 , 58.02237701416016 ,  91.78933715820312, 1.2592236867953306    , 0.0095075492065136, 1.2592236867953306    ,  0.0095075492065136, 1.9283578106381691     , 0.08184819299926326    , 72.05908869790292  , -1.2573941127237651   , 1.2573941127237651   , 9.278346054489273 ,            ,            ,           0,                  ,                   ,                   , 1.7811374128216777         , 0.0
    1.997803, 2826.723,       215099,  0.015488,                0.0, 0.0463869999999999, 84.14238739013672  , 58.00724792480469 , 269.9005432128906 , 1.4195607347683294    , 0.86094    , -0.010742 ,             ,       , 12.71589183807373 , 67.04524993896484 , 245.09402465820312, 14.979583740234377 , 58.045677185058594,  91.2022705078125 , 1.3628440296263389    , 0.0088437531201792, 1.3628440296263389    ,  0.0095075492065136, 1.9534186081472062     , 0.10727057547785493    , 71.99603980259495  , -1.3591932073204138   , 1.3591932073204138   , 9.27990359760054  ,            ,            ,           0,                  ,                   ,                   , 2.233822899325423          , 0.0
