participant_id,pednyc_number,scenario,recording_identifier,scenario_time,aligned_time,ped_x,ped_z,veh_x,veh_z,ped_speed,veh_speed,ped_acceleration,veh_acceleration
PedNYC1,1,15,PedNYC1_scenario15,0.0,-0.465332,-0.952939748764038,44.981666564941406,-6.999914169311523,114.8000030517578,0.031838193218529244,0.0026755544256830666,0.14831513668341526,0.012143695213788261
PedNYC1,1,15,PedNYC1_scenario15,0.050293,-0.41503900000000005,-0.9566173553466796,44.9833984375,-6.9998273849487305,114.8000030517578,0.032592870562066466,0.003052913914905964,0.24290284231689854,0.014308641374216915
PedNYC1,1,15,PedNYC1_scenario15,0.099609,-0.365723,-0.9581222534179688,44.984474182128906,-6.999713897705078,114.8000030517578,0.03290083042825156,0.0035563951671778765,0.3251942362279523,0.01599737325377254
PedNYC1,1,15,PedNYC1_scenario15,0.150635,-0.314697,-0.9580512046813964,44.985572814941406,-6.999486446380615,114.8000030517578,0.03720393858194733,0.004269303484081898,0.4465702691186656,0.01701383664671703
PedNYC1,1,15,PedNYC1_scenario15,0.195557,-0.269775,-0.957456350326538,44.98620223999024,-6.999266624450684,114.8000030517578,0.04560566535372668,0.0049452217893756305,0.5665355211877359,0.018112123377734168
PedNYC1,1,15,PedNYC1_scenario15,0.241699,-0.22363300000000003,-0.9558932781219482,44.986812591552734,-6.999038696289063,114.8000030517578,0.07316534443734046,0.006150990836845008,0.6437605527990644,0.019187366981191376
PedNYC1,1,15,PedNYC1_scenario15,0.286865,-0.17846700000000004,-0.954444169998169,44.9874153137207,-6.998741626739502,114.8000030517578,0.10976918408927692,0.007383946682844412,0.7581480804824267,0.021943725570831418
PedNYC1,1,15,PedNYC1_scenario15,0.333984,-0.13134800000000002,-0.9513838291168212,44.98825073242188,-6.998305320739746,114.8000030517578,0.1522344286339664,0.00869472641521839,0.8723607424333308,0.02354968049407685
PedNYC1,1,15,PedNYC1_scenario15,0.378662,-0.08667000000000002,-0.9464585781097412,44.98932266235352,-6.997842788696289,114.8000030517578,0.21556900229758044,0.009818179020680206,0.960226297439617,0.025024712490439516
PedNYC1,1,15,PedNYC1_scenario15,0.422119,-0.043213,-0.9359457492828368,44.99170303344727,-6.997371196746826,114.8000030517578,0.2871089060743262,0.011034831784534706,0.9953832109607563,0.026477624345374106
PedNYC1,1,15,PedNYC1_scenario15,0.465332,0.0,-0.9195220470428468,44.99837875366211,-6.996817111968994,114.8000030517578,0.34829898375263557,0.012328620492254893,0.9598832019827687,0.027521570438620357
PedNYC1,1,15,PedNYC1_scenario15,0.507813,0.042480999999999935,-0.903691291809082,45.0065803527832,-6.996218204498291,114.8000030517578,0.40175124595132156,0.013616642053966375,0.8868977167585541,0.02732974059045752
PedNYC1,1,15,PedNYC1_scenario15,0.55249,0.08715800000000001,-0.8848650455474854,45.02513122558594,-6.995567321777344,114.8000030517578,0.45855112184457325,0.014741105183723327,0.738478473064552,0.027922334756953982
PedNYC1,1,15,PedNYC1_scenario15,0.596191,0.130859,-0.870840311050415,45.05049133300781,-6.994874954223633,114.8000030517578,0.5010619569608775,0.0158963253892794,0.5480568714578115,0.02851762603938301
