participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC11,PedNYC11_scenario15,15,0.0,-1.0120378732681274,44.77839660644531,2.372837543487549,97.70631408691406,-0.8394613713026047,44.8707538332258,0.19573580758062167
PedNYC11,PedNYC11_scenario15,15,1.0,-1.0520821209327738,44.89884385529703,2.368013723692467,96.7969681938466,-0.8373825649368908,44.91948742638902,0.21568972245394363
PedNYC11,PedNYC11_scenario15,15,2.0,-1.0761416375158812,45.05778940941292,2.36456749919039,95.91106434399822,-0.8509280303227429,44.98148602673093,0.2377885091287208
PedNYC11,PedNYC11_scenario15,15,3.0,-1.1137833805558297,45.18640303616971,2.3624719392833815,94.99810605522075,-0.8667396308227282,45.04735373150298,0.28348778352954057
PedNYC11,PedNYC11_scenario15,15,4.0,-1.1968636188186845,45.31682200243471,2.3613094039222062,94.02292654678106,-0.8802461562711745,45.12270909558491,0.37138448836173027
PedNYC11,PedNYC11_scenario15,15,5.0,-1.3339820235076527,45.47295186699874,2.3598568587174977,92.97080869500137,-0.9021756366829333,45.21873362410182,0.5010824989203033
PedNYC11,PedNYC11_scenario15,15,6.0,-1.404386981434753,45.64623789770626,2.358602522537034,91.843746757574,-0.9116971274102681,45.328606551327326,0.5862021532382501
PedNYC11,PedNYC11_scenario15,15,7.0,-1.3915946819544516,45.84118557395666,2.3570352644989137,90.63847683864279,-0.9092795730858639,45.43511278693084,0.630494228844194
PedNYC11,PedNYC11_scenario15,15,8.0,-1.3526338843602417,46.03848042084733,2.354101976193354,89.34714138803295,-0.9256293069868725,45.53499555880636,0.6601741553576788
PedNYC11,PedNYC11_scenario15,15,9.0,-1.3708963730511834,46.234711376722004,2.349917607725309,87.98961616382442,-0.9556925623149114,45.648812213437616,0.7181030803354544
PedNYC11,PedNYC11_scenario15,15,10.0,-1.4313921452789309,46.44078300756836,2.3445498240509033,86.6254529074707,-0.9867496650942627,45.763165564329356,0.8104766095122938
PedNYC11,PedNYC11_scenario15,15,11.0,-1.4117129602944778,46.64270530720959,2.3382315098794266,85.30776846540589,-0.9951227611353607,45.88746843459165,0.8625138420901731
PedNYC11,PedNYC11_scenario15,15,12.0,-1.3011785596526868,46.83765096474817,2.3311882848796195,84.05773871972143,-1.0034742555622724,45.99964173258757,0.8893184614413212
PedNYC11,PedNYC11_scenario15,15,13.0,-1.1896892282622813,47.042672446382305,2.323664833437483,82.87727166219229,-1.0212134603577823,46.129377589288815,0.9287042480598594
PedNYC11,PedNYC11_scenario15,15,14.0,-1.158094644695094,47.26154459621696,2.316010239659309,81.76451414831145,-1.0384859450276638,46.253949725767015,1.0146692387143554
PedNYC11,PedNYC11_scenario15,15,15.0,-1.1655094549953025,47.47879500052774,2.308612913433343,80.71620569529559,-1.0446982594167677,46.378158755877344,1.1072468053759472
PedNYC11,PedNYC11_scenario15,15,16.0,-1.1745093345838955,47.65861718676858,2.3014011465926276,79.72849410490522,-1.0651020698187508,46.51124692735739,1.1525747098408379
PedNYC11,PedNYC11_scenario15,15,17.0,-1.1280603558195934,47.83790938684222,2.294391004104884,78.7975671030059,-1.0919054111761286,46.6422944172224,1.1961615006349147
PedNYC11,PedNYC11_scenario15,15,18.0,-1.0371937420819648,48.0383358885803,2.2875981550714872,77.92051789113822,-1.1201356671468088,46.77806981599865,1.2629924531183234
PedNYC11,PedNYC11_scenario15,15,19.0,-0.9680775451812543,48.23656695443716,2.2810301544960883,77.09414253232502,-1.1464722066514195,46.92441489028414,1.3242234308084422
