participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z
PedNYC11,PedNYC11_scenario15,15,0.0,-1.0120378732681274,44.77839660644531,2.372837543487549,97.70631408691406
PedNYC11,PedNYC11_scenario15,15,1.0,-1.0520821209327738,44.89884385529703,2.368013723692467,96.7969681938466
PedNYC11,PedNYC11_scenario15,15,2.0,-1.0761416375158812,45.05778940941292,2.36456749919039,95.91106434399822
PedNYC11,PedNYC11_scenario15,15,3.0,-1.1137833805558297,45.18640303616971,2.3624719392833815,94.99810605522075
PedNYC11,PedNYC11_scenario15,15,4.0,-1.1968636188186845,45.31682200243471,2.3613094039222062,94.02292654678106
PedNYC11,PedNYC11_scenario15,15,5.0,-1.3339820235076527,45.47295186699874,2.3598568587174977,92.97080869500137
PedNYC11,PedNYC11_scenario15,15,6.0,-1.404386981434753,45.64623789770626,2.358602522537034,91.843746757574
PedNYC11,PedNYC11_scenario15,15,7.0,-1.3915946819544516,45.84118557395666,2.3570352644989137,90.63847683864279
PedNYC11,PedNYC11_scenario15,15,8.0,-1.3526338843602417,46.03848042084733,2.354101976193354,89.34714138803295
PedNYC11,PedNYC11_scenario15,15,9.0,-1.3708963730511834,46.234711376722004,2.349917607725309,87.98961616382442
PedNYC11,PedNYC11_scenario15,15,10.0,-1.4313921452789309,46.44078300756836,2.3445498240509033,86.6254529074707
PedNYC11,PedNYC11_scenario15,15,11.0,-1.4117129602944778,46.64270530720959,2.3382315098794266,85.30776846540589
PedNYC11,PedNYC11_scenario15,15,12.0,-1.3011785596526868,46.83765096474817,2.3311882848796195,84.05773871972143
PedNYC11,PedNYC11_scenario15,15,13.0,-1.1896892282622813,47.042672446382305,2.323664833437483,82.87727166219229
PedNYC11,PedNYC11_scenario15,15,14.0,-1.158094644695094,47.26154459621696,2.316010239659309,81.76451414831145
PedNYC11,PedNYC11_scenario15,15,15.0,-1.1655094549953025,47.47879500052774,2.308612913433343,80.71620569529559
PedNYC11,PedNYC11_scenario15,15,16.0,-1.1745093345838955,47.65861718676858,2.3014011465926276,79.72849410490522
PedNYC11,PedNYC11_scenario15,15,17.0,-1.1280603558195934,47.83790938684222,2.294391004104884,78.7975671030059
PedNYC11,PedNYC11_scenario15,15,18.0,-1.0371937420819648,48.0383358885803,2.2875981550714872,77.92051789113822
PedNYC11,PedNYC11_scenario15,15,19.0,-0.9680775451812543,48.23656695443716,2.2810301544960883,77.09414253232502
PedNYC11,PedNYC11_scenario15,15,20.0,-0.9467245048567032,48.44826941984031,2.2746851088778883,76.31445661514665
PedNYC11,PedNYC11_scenario15,15,21.0,-0.9195089923229189,48.62125655432575,2.2684218221386323,75.56173370097645
PedNYC11,PedNYC11_scenario15,15,22.0,-0.841551599383845,48.81058039877849,2.2619260722143535,74.79770655739915
PedNYC11,PedNYC11_scenario15,15,23.0,-0.7531629154671999,49.00749438641569,2.2549484179998527,73.99431631626247
PedNYC11,PedNYC11_scenario15,15,24.0,-0.6976397378053206,49.22047700708532,2.2474136892274488,73.14548947112188
PedNYC11,PedNYC11_scenario15,15,25.0,-0.7065686550257263,49.46114450552256,2.2392366760348676,72.24487656021012
PedNYC11,PedNYC11_scenario15,15,26.0,-0.7126725959057125,49.690805895061665,2.2303721055422083,71.2909764033082
PedNYC11,PedNYC11_scenario15,15,27.0,-0.6643946406483036,49.87698465628989,2.2210165819832683,70.30767154999967
PedNYC11,PedNYC11_scenario15,15,28.0,-0.5857082313326467,50.083491792789275,2.211428346243503,69.32380355169212
PedNYC11,PedNYC11_scenario15,15,29.0,-0.5737915034671736,50.33347251658562,2.2018421127022942,68.3755114702828
PedNYC11,PedNYC11_scenario15,15,30.0,-0.6305732399950752,50.578080495426185,2.1911268352668927,67.4778432744448
PedNYC11,PedNYC11_scenario15,15,31.0,-0.6796016661805943,50.79860197487706,2.1771486026508184,66.65550402535332
PedNYC11,PedNYC11_scenario15,15,32.0,-0.7081154749550628,51.08486848377208,2.1592359825424707,65.98435587193092
PedNYC11,PedNYC11_scenario15,15,33.0,-0.7452271758627608,51.33644713975725,2.14180666749072,65.56502755326481
PedNYC11,PedNYC11_scenario15,15,34.0,-0.8980315659902834,51.60560779275542,2.134959529245725,65.45395077170446
PedNYC11,PedNYC11_scenario15,15,35.0,-1.0647937866594774,51.82932624238221,2.134921506684253,65.45334602236179
PedNYC11,PedNYC11_scenario15,15,36.0,-1.1656139741230165,52.06480983269461,2.134895598045682,65.45308573558505
PedNYC11,PedNYC11_scenario15,15,37.0,-1.255819827091974,52.33363761161691,2.1349296866500302,65.45336222325307
PedNYC11,PedNYC11_scenario15,15,38.0,-1.3925846357527822,52.55397302207064,2.1349418772106095,65.45351437220617
PedNYC11,PedNYC11_scenario15,15,39.0,-1.571420496236958,52.72317556192776,2.134943966062977,65.45359275367957
PedNYC11,PedNYC11_scenario15,15,40.0,-1.7045052206184186,52.904531099844625,2.134935833648811,65.4535903930664
PedNYC11,PedNYC11_scenario15,15,41.0,-1.7870906375397957,53.09971308071467,2.134929293561321,65.45363216935289
PedNYC11,PedNYC11_scenario15,15,42.0,-1.8631548344937794,53.278515114238964,2.1349389086111055,65.45375674547725
PedNYC11,PedNYC11_scenario15,15,43.0,-1.9847917351973086,53.42019109877608,2.134955087131388,65.45392171877539
PedNYC11,PedNYC11_scenario15,15,44.0,-2.137239103246258,53.53471974996239,2.1349370802970276,65.45382688771467
PedNYC11,PedNYC11_scenario15,15,45.0,-2.2301294224298873,53.67011118100323,2.133884851315201,65.44018218479405
PedNYC11,PedNYC11_scenario15,15,46.0,-2.2495072130247826,53.83786045542715,2.129839858924919,65.38327742451389
PedNYC11,PedNYC11_scenario15,15,47.0,-2.2388598808411837,53.984733213582956,2.122024108694153,65.2723808100875
