event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.965698,low_motion,0.965698,0.9,22,16
1,0.965698,1.965698,head_check,1.0,1.0,22,16
2,1.465698,15.424194,low_motion,13.958496,0.9,22,16
3,14.96582,17.924194,acceleration,2.958373999999999,0.8,22,16
4,17.46582,20.674316,crossing_commitment,3.2084960000000002,0.78,22,16
5,20.674316,21.632568,possible_yielding,0.9582519999999981,0.85,22,16
6,21.174316,22.590942,crossing_commitment,1.4166259999999973,0.78,22,16
7,22.174316,23.090942,deceleration,0.9166259999999973,0.8,22,16
8,22.674316,23.590942,crossing_commitment,0.9166259999999973,0.78,22,16
9,23.174316,24.590942,deceleration,1.4166259999999973,0.8,22,16
10,24.174316,25.091064,crossing_commitment,0.9167479999999983,0.78,22,16
11,24.674316,33.347412,low_motion,8.673095999999997,0.9,22,16
