event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,3.840698,low_motion,3.840698,0.9,25,3
1,3.840698,4.79895,head_check,0.9582519999999994,1.0,25,3
2,4.340698,5.29895,low_motion,0.9582519999999999,0.9,25,3
3,4.840698,5.799072,acceleration,0.9583740000000001,0.8,25,3
4,5.340698,6.299072,crossing_commitment,0.9583740000000001,0.78,25,3
5,5.840698,6.799072,low_motion,0.9583740000000001,0.75,25,3
6,6.340698,8.299072,head_check,1.958374000000001,1.0,25,3
7,7.840698,9.299194,low_motion,1.4584960000000002,0.75,25,3
8,8.840698,9.799194,possible_hesitation,0.9584960000000002,0.82,25,3
9,9.34082,10.299194,low_motion,0.9583739999999992,0.75,25,3
10,9.84082,10.799194,possible_hesitation,0.9583739999999992,0.82,25,3
11,10.34082,15.299194,low_motion,4.958373999999999,0.9,25,3
12,14.84082,17.799194,acceleration,2.958373999999999,0.8,25,3
13,17.340942,19.299316,crossing_commitment,1.9583740000000027,0.78,25,3
14,18.841064,20.799438,deceleration,1.9583739999999992,0.8,25,3
15,20.341064,21.299561,crossing_commitment,0.9584970000000013,0.78,25,3
16,20.841064,21.799561,acceleration,0.9584970000000013,0.8,25,3
17,21.341187,22.799561,head_check,1.4583739999999992,1.0,25,3
18,22.341187,23.799561,acceleration,1.4583739999999992,0.8,25,3
19,23.341309,24.799683,crossing_commitment,1.4583740000000027,0.78,25,3
20,24.341309,25.299683,deceleration,0.9583740000000027,0.8,25,3
21,24.841309,25.799683,acceleration,0.9583740000000027,0.8,25,3
22,25.341309,26.091309,deceleration,0.75,0.8,25,3
23,26.091309,26.966309,crossing_commitment,0.875,0.78,25,3
24,26.591309,27.466309,deceleration,0.875,0.8,25,3
25,27.091309,27.966431,acceleration,0.8751220000000011,0.8,25,3
26,27.591431,28.966431,crossing_commitment,1.375,0.78,25,3
27,28.591431,30.466431,possible_yielding,1.875,0.85,25,3
28,30.091431,30.966431,deceleration,0.875,0.8,25,3
29,30.591431,32.424805,possible_yielding,1.8333739999999992,0.85,25,3
30,31.966431,36.425049,low_motion,4.458618000000001,0.9,25,3
31,35.966553,37.925049,head_check,1.9584960000000038,1.0,25,3
32,37.466797,52.192871,low_motion,14.726073999999997,0.9,25,3
