event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.928711,head_check,0.928711,1.0,22,12
1,0.928711,2.095459,low_motion,1.1667480000000001,0.9,22,12
2,1.928711,2.303711,head_check,0.3749999999999998,1.0,22,12
3,2.303711,12.220703,low_motion,9.916992,0.9,22,12
4,11.803955,14.720703,acceleration,2.916748,0.8,22,12
5,14.304199,15.220703,crossing_commitment,0.9165039999999998,0.78,22,12
6,14.804199,15.720703,acceleration,0.9165039999999998,0.8,22,12
7,15.304199,18.887451,crossing_commitment,3.583251999999998,0.78,22,12
8,18.429199,19.387451,deceleration,0.9582519999999981,0.8,22,12
9,18.929199,19.887451,acceleration,0.9582519999999981,0.8,22,12
10,19.429199,20.887451,crossing_commitment,1.458251999999998,0.78,22,12
11,20.429199,21.387451,deceleration,0.9582519999999981,0.8,22,12
12,20.929199,22.887695,crossing_commitment,1.9584960000000002,0.78,22,12
13,22.429199,23.887695,acceleration,1.4584960000000002,0.8,22,12
14,23.429199,24.887695,crossing_commitment,1.4584960000000002,0.78,22,12
15,24.429199,25.387695,acceleration,0.9584960000000002,0.8,22,12
16,24.929199,28.387695,crossing_commitment,3.4584960000000002,0.78,22,12
17,27.929443,29.304443,deceleration,1.375,0.8,22,12
18,29.304443,32.476807,low_motion,3.1723640000000017,0.9,22,12
