event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.255859,head_check,0.255859,1.0,1,7
1,0.255859,1.387939,low_motion,1.13208,0.9,1,7
2,1.285645,1.586426,head_check,0.30078099999999997,1.0,1,7
3,1.586426,10.502197,low_motion,8.915771000000001,0.9,1,7
4,10.098877,11.99707,acceleration,1.898193000000001,0.8,1,7
5,11.629883,12.512695,crossing_commitment,0.8828120000000013,0.78,1,7
6,12.097656,13.541016,acceleration,1.4433600000000002,0.8,1,7
7,13.135986,16.02124,crossing_commitment,2.885253999999998,0.78,1,7
8,15.616455,16.533203,acceleration,0.9167480000000001,0.8,1,7
9,16.123291,16.999512,deceleration,0.876221000000001,0.8,1,7
10,16.63623,19.507324,crossing_commitment,2.8710939999999994,0.78,1,7
11,19.098389,21.507813,acceleration,2.409423999999998,0.8,1,7
12,21.10791,21.657227,deceleration,0.5493169999999985,0.8,1,7
13,21.657227,25.035156,crossing_commitment,3.3779290000000017,0.78,1,7
14,24.681885,26.039551,deceleration,1.3576659999999983,0.8,1,7
15,25.695068,26.5271,crossing_commitment,0.8320320000000017,0.78,1,7
16,26.186768,27.037354,deceleration,0.8505859999999998,0.8,1,7
17,26.675293,28.546875,crossing_commitment,1.871582,0.78,1,7
18,28.165527,29.050537,low_motion,0.8850099999999976,0.75,1,7
19,28.6875,29.797852,head_check,1.110351999999999,1.0,1,7
20,29.797852,31.770752,low_motion,1.9729000000000028,0.9,1,7
21,31.32373,35.78418,possible_yielding,4.460449999999998,0.85,1,7
22,35.309814,41.770508,low_motion,6.460693999999997,0.9,1,7
