event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.759888,low_motion,0.759888,0.9,4,3
1,0.759888,1.345398,acceleration,0.5855100000000001,0.8,4,3
2,1.345398,12.834869,low_motion,11.489471,0.9,4,3
3,12.37468,14.814835,acceleration,2.4401550000000007,0.8,4,3
4,14.366333,16.832321,crossing_commitment,2.465988000000001,0.78,4,3
5,16.352219,17.309799,deceleration,0.9575800000000001,0.8,4,3
6,16.873032,19.33107,crossing_commitment,2.458038000000002,0.78,4,3
7,18.854279,22.306259,acceleration,3.4519800000000025,0.8,4,3
8,21.852509,24.312241,crossing_commitment,2.459731999999999,0.78,4,3
9,23.865402,24.802292,acceleration,0.9368900000000018,0.8,4,3
10,24.356186,26.793564,crossing_commitment,2.437377999999999,0.78,4,3
11,26.371765,27.2948,deceleration,0.9230349999999987,0.8,4,3
12,26.881302,28.299881,acceleration,1.4185789999999976,0.8,4,3
13,27.844955,30.290649,possible_yielding,2.4456939999999996,0.85,4,3
14,29.841324,30.777863,crossing_commitment,0.9365389999999998,0.78,4,3
15,30.38002,32.789871,possible_yielding,2.4098509999999997,0.85,4,3
16,32.354385,35.297668,crossing_commitment,2.943283000000001,0.78,4,3
17,34.861801,35.977402,deceleration,1.115600999999998,0.8,4,3
18,35.977402,42.399216,low_motion,6.421814000000005,0.9,4,3
