event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,1.676392,low_motion,1.676392,0.9,9,21
1,1.447144,1.932983,head_check,0.4858389999999999,1.0,9,21
2,1.932983,2.914063,possible_hesitation,0.9810800000000002,0.82,9,21
3,2.437988,9.373291,low_motion,6.935303,0.9,9,21
4,8.939453,10.911865,acceleration,1.9724120000000003,0.8,9,21
5,10.475342,11.400513,crossing_commitment,0.9251710000000006,0.78,9,21
6,10.967041,11.891113,acceleration,0.9240720000000007,0.8,9,21
7,11.45459,13.895996,crossing_commitment,2.4414060000000006,0.78,9,21
8,13.461426,14.38147,acceleration,0.9200440000000008,0.8,9,21
9,13.951172,15.874634,crossing_commitment,1.9234620000000007,0.78,9,21
10,15.441406,19.358032,possible_yielding,3.916626000000001,0.85,9,21
11,19.217163,19.738159,deceleration,0.5209960000000002,0.8,9,21
12,19.738159,20.671509,low_motion,0.9333500000000008,0.9,9,21
13,20.271729,22.70105,acceleration,2.429320999999998,0.8,9,21
14,22.246094,25.20874,crossing_commitment,2.9626459999999994,0.78,9,21
15,24.762085,25.694336,deceleration,0.9322510000000008,0.8,9,21
16,25.257935,26.178955,acceleration,0.9210199999999986,0.8,9,21
17,25.74231,26.699219,deceleration,0.9569089999999996,0.8,9,21
18,26.276367,27.184326,crossing_commitment,0.9079589999999982,0.78,9,21
19,26.747803,28.185059,deceleration,1.4372559999999979,0.8,9,21
20,27.760498,29.211914,crossing_commitment,1.4514160000000018,0.78,9,21
21,28.776489,29.541748,deceleration,0.7652589999999968,0.8,9,21
