event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.302246,head_check,0.302246,1.0,25,16
1,0.302246,3.635742,low_motion,3.3334960000000002,0.9,25,16
2,3.343994,3.760742,head_check,0.4167480000000001,1.0,25,16
3,3.760742,5.67749,low_motion,1.9167479999999997,0.9,25,16
4,5.30249,6.17749,possible_hesitation,0.875,0.82,25,16
5,5.80249,17.177734,low_motion,11.375244000000002,0.9,25,16
6,16.760986,19.677734,acceleration,2.916748000000002,0.8,25,16
7,19.260986,19.927734,crossing_commitment,0.6667480000000019,0.78,25,16
8,19.927734,20.844482,acceleration,0.9167479999999983,0.8,25,16
9,20.427734,22.344482,crossing_commitment,1.9167479999999983,0.78,25,16
10,21.927979,23.344482,possible_yielding,1.4165029999999987,0.85,25,16
11,22.927979,23.844727,acceleration,0.9167479999999983,0.8,25,16
12,23.427979,25.344727,crossing_commitment,1.9167479999999983,0.78,25,16
13,24.927979,26.344727,acceleration,1.4167479999999983,0.8,25,16
14,25.927979,27.844727,crossing_commitment,1.9167479999999983,0.78,25,16
15,27.427979,29.844727,deceleration,2.4167479999999983,0.8,25,16
16,29.428223,30.136475,crossing_commitment,0.7082520000000017,0.78,25,16
17,30.136475,33.511719,low_motion,3.3752439999999986,0.9,25,16
18,33.136719,34.011719,acceleration,0.875,0.8,25,16
19,33.636719,36.386719,low_motion,2.75,0.9,25,16
