event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,1.408463,low_motion,1.408463,0.9,1,21
1,1.009445,2.407501,head_check,1.398056,1.0,1,21
2,2.003479,12.091949,low_motion,10.08847,0.9,1,21
3,11.624832,13.073273,crossing_commitment,1.4484410000000008,0.78,1,21
4,12.632446,14.584564,acceleration,1.9521180000000005,0.8,1,21
5,14.141479,15.083328,crossing_commitment,0.9418489999999995,0.78,1,21
6,14.641098,15.570618,acceleration,0.9295200000000001,0.8,1,21
7,15.137466,16.054672,crossing_commitment,0.9172060000000002,0.78,1,21
8,15.624405,20.058014,possible_yielding,4.433609000000001,0.85,1,21
9,19.619675,20.564621,deceleration,0.9449459999999981,0.8,1,21
10,20.111572,21.055069,crossing_commitment,0.9434970000000007,0.78,1,21
11,20.613251,21.574371,acceleration,0.9611199999999975,0.8,1,21
12,21.149384,22.571732,crossing_commitment,1.4223479999999995,0.78,1,21
13,22.156738,23.099579,acceleration,0.9428409999999978,0.8,1,21
14,22.627533,26.36911,crossing_commitment,3.7415769999999995,0.78,1,21
15,26.002472,28.35968,deceleration,2.357208,0.8,1,21
16,28.030579,31.707489,possible_yielding,3.6769099999999995,0.85,1,21
17,31.260834,45.867737,low_motion,14.606902999999999,0.9,1,21
