event_id,start_time,end_time,label,duration,confidence,pednyc_number,scenario_number
0,0.0,0.558472,head_check,0.558472,1.0,9,7
1,0.512329,7.241211,low_motion,6.728882,0.9,9,7
2,6.87146,8.274658,head_check,1.4031980000000006,1.0,9,7
3,7.867432,8.784912,low_motion,0.9174800000000003,0.75,9,7
4,8.372803,10.753418,acceleration,2.3806150000000006,0.8,9,7
5,10.345093,16.550537,crossing_commitment,6.205443999999998,0.78,9,7
6,16.550537,17.966064,head_check,1.4155270000000009,1.0,9,7
7,17.563477,18.447998,deceleration,0.8845209999999994,0.8,9,7
8,18.053955,18.956665,crossing_commitment,0.9027100000000026,0.78,9,7
9,18.584106,20.451904,acceleration,1.8677980000000005,0.8,9,7
10,20.06543,23.951172,crossing_commitment,3.8857420000000005,0.78,9,7
11,23.555176,24.465698,possible_yielding,0.9105220000000003,0.85,9,7
12,24.099854,24.975708,crossing_commitment,0.8758540000000004,0.78,9,7
13,24.555298,26.461304,possible_yielding,1.9060059999999979,0.85,9,7
14,26.080078,27.477051,deceleration,1.3969729999999991,0.8,9,7
15,27.063965,31.453003,low_motion,4.389037999999999,0.9,9,7
