segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.635742,low_motion,0,14,13,21
1,0.635742,19.752197,acceleration,14,411,13,21
2,19.752197,27.820557,crossing,411,577,13,21
3,27.820557,37.412842,deceleration,577,790,13,21
