segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.043091,low_motion,0,25,16,21
1,1.043091,1.751434,acceleration,25,42,16,21
2,1.751434,18.33493,crossing,42,440,16,21
3,18.33493,31.460083,deceleration,440,755,16,21
4,31.460083,36.668457,post_motion,755,880,16,21
