segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.840698,low_motion,0,44,15,12
1,1.840698,2.882446,acceleration,44,69,15,12
2,2.882446,20.966064,crossing,69,503,15,12
3,20.966064,25.757813,deceleration,503,618,15,12
4,25.757813,40.799927,post_motion,618,979,15,12
