segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,3.38208,low_motion,0,81,29,16
1,3.38208,17.09082,acceleration,81,410,29,16
2,17.09082,28.132813,crossing,410,675,29,16
3,28.132813,33.342773,deceleration,675,800,29,16
