segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.800293,low_motion,0,43,29,7
1,1.800293,5.758789,acceleration,43,138,29,7
2,5.758789,21.050781,crossing,138,505,29,7
3,21.050781,29.134277,deceleration,505,699,29,7
4,29.134277,40.176514,post_motion,699,964,29,7
