segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.174316,low_motion,0,52,23,21
1,2.174316,5.966187,acceleration,52,143,23,21
2,5.966187,24.091797,crossing,143,578,23,21
3,24.091797,31.841919,deceleration,578,764,23,21
4,31.841919,47.553833,post_motion,764,1141,23,21
