segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.702759,low_motion,0,58,5,7
1,2.702759,17.519531,acceleration,58,377,5,7
2,17.519531,30.354187,crossing,377,670,5,7
3,30.354187,31.193176,deceleration,670,689,5,7
