segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.673096,low_motion,0,16,23,12
1,0.673096,1.63147,acceleration,16,39,23,12
2,1.63147,16.840576,crossing,39,404,23,12
3,16.840576,21.549072,deceleration,404,517,23,12
4,21.549072,23.593994,post_motion,517,566,23,12
