segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.00769,low_motion,0,24,16,12
1,1.00769,1.341064,acceleration,24,32,16,12
2,1.341064,16.049561,crossing,32,385,16,12
3,16.049561,25.049744,deceleration,385,601,16,12
4,25.049744,30.560303,post_motion,601,733,16,12
