segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.715454,low_motion,0,60,11,15
1,2.715454,3.019409,acceleration,60,67,11,15
2,3.019409,26.265015,crossing,67,560,11,15
3,26.265015,26.311401,deceleration,560,561,11,15
4,26.311401,52.461426,post_motion,561,1120,11,15
