segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.924316,low_motion,0,17,7,3
1,0.924316,2.742432,acceleration,17,57,7,3
2,2.742432,22.003418,crossing,57,480,7,3
3,22.003418,39.373291,deceleration,480,850,7,3
