segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.468262,low_motion,0,11,26,12
1,0.468262,1.218262,acceleration,11,29,26,12
2,1.218262,21.802002,crossing,29,523,26,12
3,21.802002,28.135742,deceleration,523,675,26,12
4,28.135742,41.395264,post_motion,675,993,26,12
