segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,11.382446,low_motion,0,273,20,21
1,11.382446,14.882568,acceleration,273,357,20,21
2,14.882568,22.383057,crossing,357,537,20,21
3,22.383057,22.841431,deceleration,537,548,20,21
4,22.841431,44.733398,post_motion,548,1073,20,21
