segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.656494,low_motion,0,12,4,12
1,0.656494,14.370728,acceleration,12,265,4,12
2,14.370728,23.042175,crossing,265,424,4,12
3,23.042175,25.36322,deceleration,424,466,4,12
