segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.58252,low_motion,0,34,8,7
1,1.58252,17.253418,acceleration,34,368,8,7
2,17.253418,32.66748,crossing,368,705,8,7
3,32.66748,33.364746,deceleration,705,720,8,7
