segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.215851,low_motion,0,5,19,15
1,0.215851,2.340912,acceleration,5,56,19,15
2,2.340912,18.591187,crossing,56,446,19,15
3,18.591187,29.508026,deceleration,446,708,19,15
4,29.508026,32.340637,post_motion,708,776,19,15
