segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.737549,low_motion,0,16,8,12
1,0.737549,4.694336,acceleration,16,101,8,12
2,4.694336,17.560791,crossing,101,396,8,12
3,17.560791,30.182129,deceleration,396,674,8,12
4,30.182129,33.856201,post_motion,674,746,8,12
