segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.382813,low_motion,0,9,30,15
1,0.382813,1.632813,acceleration,9,39,30,15
2,1.632813,28.218018,crossing,39,677,30,15
3,28.218018,28.42627,deceleration,677,682,30,15
4,28.42627,55.691895,post_motion,682,1336,30,15
