segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,8.467407,low_motion,0,203,23,3
1,8.467407,10.717651,acceleration,203,257,23,3
2,10.717651,25.260254,crossing,257,606,23,3
3,25.260254,36.427124,deceleration,606,874,23,3
4,36.427124,39.05249,post_motion,874,937,23,3
