segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.178467,low_motion,0,52,16,3
1,2.178467,2.553467,acceleration,52,61,16,3
2,2.553467,29.803955,crossing,61,715,16,3
3,29.803955,35.012451,deceleration,715,840,16,3
4,35.012451,58.763184,post_motion,840,1410,16,3
