segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.794678,low_motion,0,18,2,21
1,0.794678,1.399414,acceleration,18,32,2,21
2,1.399414,15.6604,crossing,32,330,2,21
3,15.6604,29.431396,deceleration,330,619,2,21
4,29.431396,30.162354,post_motion,619,633,2,21
