segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.46582,low_motion,0,11,26,16
1,0.46582,3.049072,acceleration,11,73,26,16
2,3.049072,15.757813,crossing,73,378,26,16
3,15.757813,27.883301,deceleration,378,669,26,16
4,27.883301,30.853027,post_motion,669,740,26,16
