segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.637207,low_motion,0,15,24,16
1,0.637207,3.595825,acceleration,15,86,24,16
2,3.595825,19.264404,crossing,86,462,24,16
3,19.264404,19.889404,deceleration,462,477,24,16
4,19.889404,38.489136,post_motion,477,923,24,16
