segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.650757,low_motion,0,58,7,12
1,2.650757,5.375061,acceleration,58,121,7,12
2,5.375061,20.545593,crossing,121,461,7,12
3,20.545593,37.759888,deceleration,461,832,7,12
4,37.759888,38.583801,post_motion,832,850,7,12
