segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,3.523682,low_motion,0,74,3,3
1,3.523682,20.219543,acceleration,74,406,3,3
2,20.219543,20.543701,crossing,406,413,3,3
3,20.543701,36.270142,deceleration,413,757,3,3
