segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,23.507324,low_motion,0,564,27,21
1,23.507324,26.465698,acceleration,564,635,27,21
2,26.465698,36.590942,crossing,635,878,27,21
3,36.590942,44.88269,deceleration,878,1077,27,21
4,44.88269,69.144165,post_motion,1077,1659,27,21
