segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,11.958496,low_motion,0,287,20,16
1,11.958496,15.917236,acceleration,287,382,20,16
2,15.917236,17.625488,crossing,382,423,20,16
3,17.625488,23.208984,deceleration,423,557,20,16
4,23.208984,26.631104,post_motion,557,639,20,16
