segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,11.389893,low_motion,0,259,11,12
1,11.389893,14.979248,acceleration,259,341,11,12
2,14.979248,17.060303,crossing,341,388,11,12
3,17.060303,28.787109,deceleration,388,649,11,12
4,28.787109,31.668457,post_motion,649,713,11,12
