segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.426025,low_motion,0,58,16,15
1,2.426025,3.509399,acceleration,58,84,16,15
2,3.509399,20.09314,crossing,84,482,16,15
3,20.09314,25.384888,deceleration,482,609,16,15
4,25.384888,40.177856,post_motion,609,964,16,15
