segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,1.005981,low_motion,0,22,3,16
1,1.005981,1.788086,acceleration,22,36,3,16
2,1.788086,16.839233,crossing,36,352,3,16
3,16.839233,17.022949,deceleration,352,356,3,16
4,17.022949,30.402832,post_motion,356,658,3,16
