segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,2.507813,low_motion,0,60,19,3
1,2.507813,6.258057,acceleration,60,150,19,3
2,6.258057,19.925049,crossing,150,478,19,3
3,19.925049,33.217041,deceleration,478,797,19,3
4,33.217041,35.983643,post_motion,797,863,19,3
