segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,6.813171,low_motion,0,153,6,15
1,6.813171,8.628296,acceleration,153,192,6,15
2,8.628296,22.962311,crossing,192,504,6,15
3,22.962311,47.03154,deceleration,504,1003,6,15
4,47.03154,47.260605,post_motion,1003,1007,6,15
