segment_id,start_time,end_time,phase_label,start_idx,end_idx,pednyc_number,scenario_number
0,0.0,0.37793,low_motion,0,8,12,12
1,0.37793,2.965576,acceleration,8,62,12,12
2,2.965576,17.967041,crossing,62,370,12,12
3,17.967041,29.296387,deceleration,370,613,12,12
4,29.296387,31.065674,post_motion,613,652,12,12
