participant_id,recording_identifier,scenario,original_interaction_duration,data_quality_flags,pedestrian_mean_path_deviation,pedestrian_median_path_deviation,pedestrian_maximum_path_deviation,pedestrian_progress_at_maximum_deviation,pedestrian_path_length,vehicle_mean_path_deviation,vehicle_median_path_deviation,vehicle_maximum_path_deviation,vehicle_progress_at_maximum_deviation,vehicle_path_length
PedNYC11,PedNYC11_scenario12,12,16.178467,,0.6009126802332396,0.45865666794741955,1.752153538800426,100.0,15.331674298376948,4.1887328497973595,3.6192818873210433,8.33256035714031,12.0,59.12433577694866
PedNYC12,PedNYC12_scenario12,12,16.397216999999998,,1.2022988847065341,1.23113190377256,2.8027704047066218,100.0,16.862970222903147,3.533828026637642,3.3280125484663654,6.685718904980012,5.0,62.21766309870355
PedNYC13,PedNYC13_scenario12,12,10.213654000000002,,3.1411349136994846,3.662618472826251,5.121364947434284,96.0,9.009866474971401,9.2127835624573,7.023564003637349,20.25162676251205,5.0,48.063504049438556
PedNYC15,PedNYC15_scenario12,12,36.042480999999995,,2.6652389800913343,2.4005803043442935,5.598443267000779,63.0,18.53905159428388,8.091839048625566,4.443517744427201,30.025968387121758,0.0,96.42171123656414
PedNYC16,PedNYC16_scenario12,12,22.927552000000002,,2.4793793722084128,2.753296241988842,3.7877018912685005,99.0,11.44306596511201,7.215474354505853,4.768565723253101,21.446725608224426,0.0,88.09351415819565
PedNYC18,PedNYC18_scenario12,12,17.583984,,1.0077134428364722,0.8760168812831144,2.8119814916116623,100.0,17.78553906729317,4.158851419246174,3.8265093287327496,9.859234993369913,91.0,71.09824912303071
PedNYC19,PedNYC19_scenario12,12,12.0,robust_outlier:pedestrian_path_length,6.066798813984221,7.172499006938086,10.26510557965125,90.0,4.541181545127529,5.80936701472886,3.4340384993457436,17.339149586298323,0.0,48.52926185702571
PedNYC1,PedNYC1_scenario12,12,12.825194999999999,,1.3217374859832582,1.3686191304644122,2.2909783015669722,61.0,12.874244216116868,6.5557714611709565,5.000200707976338,18.952864296350917,0.0,51.55138417935124
PedNYC20,PedNYC20_scenario12,12,15.292114,,0.7320989487061919,0.7222165872544128,1.3650140893717464,58.0,14.510330522391849,4.385908626565152,3.789362271182264,11.275704738797744,0.0,56.67782933367331
PedNYC21,PedNYC21_scenario12,12,27.375487999999997,,4.001861560330456,4.157574785693586,6.706408677995029,54.0,16.661008493088033,5.912193174779886,3.486937800579683,17.22832408545139,0.0,48.7141914339551
PedNYC22,PedNYC22_scenario12,12,16.70874,,1.002973610134997,1.0715447951963142,2.0045426822678665,100.0,15.696578856014398,4.554958745248406,4.507325585294426,7.666292620203173,85.0,59.24629704618587
PedNYC23,PedNYC23_scenario12,12,21.962524,,3.5336323941032535,3.296868594526855,6.30089243070452,45.0,12.30360471971506,15.967714150549828,10.449176024740929,36.16208589341907,7.0,104.29099344054474
PedNYC24,PedNYC24_scenario12,12,17.417327999999998,,0.7254907438370611,0.662305735504315,1.399723914923809,75.0,14.022677734803311,7.522092544288204,7.703404446484229,14.263251817249012,80.0,68.33223936324167
PedNYC26,PedNYC26_scenario12,12,30.376221,,1.042561353532175,1.053878536655589,1.9064321938001938,52.0,18.025165846383768,3.813554096240403,2.774566340667101,13.160721852760782,0.0,79.66763817623738
PedNYC28,PedNYC28_scenario12,12,17.375245,,1.0409486620085606,0.9061143617267357,1.9869647878246677,78.0,15.036919729625238,10.405377643346718,7.605368195356612,25.99804067148072,0.0,38.76211965233843
PedNYC29,PedNYC29_scenario12,12,37.221191999999995,,2.247957294380987,2.3511860345103988,4.850336246066159,73.0,21.26177323011349,19.571887224696695,13.330936400655037,42.46383122208046,12.0,100.30052996937005
PedNYC2,PedNYC2_scenario12,12,24.594361,,3.5917644660108814,3.8381497943717617,5.812162217355743,57.0,16.326652651756277,12.710471019886496,11.854453884262172,19.077418415318448,69.0,68.7844259264767
PedNYC30,PedNYC30_scenario12,12,41.084229,,3.1193252400975595,2.9147849409184023,6.764146653003186,65.0,20.41950781456596,12.124509761419926,8.840732186317792,25.38148821180002,0.0,86.33293318949374
PedNYC31,PedNYC31_scenario12,12,82.586425,robust_outlier:pedestrian_path_length;robust_outlier:original_interaction_duration,4.147239202375783,3.6554113915079167,9.531322644412034,41.0,23.16558458596353,14.95601800256071,15.211371405148643,32.55964570994537,0.0,94.94840890918992
PedNYC3,PedNYC3_scenario12,12,13.143738000000003,,0.8775717248835839,0.7332231277908449,1.7293869893419673,74.0,13.904463725750505,6.146409336354691,3.962425483816765,17.466515102433576,0.0,50.98542395267564
PedNYC4,PedNYC4_scenario12,12,12.394776000000002,,2.205199544906836,2.8138107525401406,3.7347054178463477,77.0,10.868102573933081,4.727494162153439,3.2978456999533488,14.184244094174321,0.0,51.39731456785727
PedNYC5,PedNYC5_scenario12,12,10.434936,,4.291433463006655,5.081000968674868,6.806781856685498,85.0,7.727446659429327,6.895323206701005,4.2397719134250575,18.195016812906136,0.0,51.17081180086637
PedNYC7,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_26_15_decoded,12,33.251648,robust_outlier:vehicle_maximum_path_deviation;robust_outlier:vehicle_path_length,1.7138788660112885,1.9313220383486034,3.1230922840609376,30.0,16.998825803368835,32.53372409004583,27.446944941871624,65.93549956697558,100.0,141.0012747095468
PedNYC7,PedNYC7_scenario12_CSV_Scenario_Ped_12_Session_temp_2024_03_01_15_27_41_decoded,12,21.024230999999997,,0.8625729781666626,0.714035384341854,2.152805671873955,93.0,16.056640594192963,4.064762090222104,4.269795397590805,5.529834943263451,2.0,57.91062710630879
PedNYC8,PedNYC8_scenario12,12,18.65503,,1.9069118483495613,1.8254095303155309,3.314408535012473,80.0,16.723859745368575,2.157773925386602,2.1337403982367134,4.83546682984525,6.0,59.14962452668684
PedNYC9,PedNYC9_scenario12,12,18.010742,,1.6612442771349538,1.5275674785533357,3.150509500427663,92.0,16.973739273917392,3.2707821047034797,1.958309415689092,10.984960756603716,0.0,55.349231313200065
