participant_id,recording_identifier,scenario,progress_percent,ped_x,ped_z,veh_x,veh_z,mean_x,mean_z,deviation_m
PedNYC11,PedNYC11_scenario12,12,0.0,-5.029054164886475,45.74057769775391,41.3818359375,58.21333312988281,-4.939250322488638,45.507100325364334,0.250152780371032
PedNYC11,PedNYC11_scenario12,12,1.0,-5.00976250835083,45.792604695232576,40.5214361683467,58.216475693961996,-4.923614101538803,45.566481594335706,0.2419776947478154
PedNYC11,PedNYC11_scenario12,12,2.0,-4.973716332824236,45.868990552674724,39.64665287239969,58.21920571045069,-4.915458829529611,45.62530418853539,0.25055334912463695
PedNYC11,PedNYC11_scenario12,12,3.0,-4.922233319639629,45.965405011926265,38.75029444057502,58.22149763500637,-4.9052446375733645,45.69058562598211,0.2753439852422264
PedNYC11,PedNYC11_scenario12,12,4.0,-4.857904856448793,46.07400299520906,37.83206593032162,58.22333139730981,-4.876240749988376,45.762286596484614,0.312255213288154
PedNYC11,PedNYC11_scenario12,12,5.0,-4.814635453905859,46.178375318879276,36.887187555155556,58.2246766799144,-4.840673059054742,45.83205544375356,0.3472972974109937
PedNYC11,PedNYC11_scenario12,12,6.0,-4.802387611562389,46.28134364157988,35.917379954950356,58.2254779895091,-4.8040156482580505,45.90585747193757,0.375489699054627
PedNYC11,PedNYC11_scenario12,12,7.0,-4.808771488615975,46.39908977660511,34.92241720172978,58.22570831971963,-4.770501436843126,45.98624606519266,0.41461370806511255
PedNYC11,PedNYC11_scenario12,12,8.0,-4.828854215286493,46.53831384365054,33.90389431065152,58.22539017951864,-4.743755091832267,46.0670327815661,0.4789026000055949
PedNYC11,PedNYC11_scenario12,12,9.0,-4.8417764119539335,46.675032200101334,32.8680290061771,58.224670517173955,-4.71055907169491,46.15797921498104,0.5334433238934193
PedNYC11,PedNYC11_scenario12,12,10.0,-4.819804965012126,46.80305080117286,31.827613139166022,58.22365312310192,-4.684369683594985,46.268224016498415,0.5517086233309604
PedNYC11,PedNYC11_scenario12,12,11.0,-4.758454863278203,46.93113131843469,30.798883076082166,58.22275685603486,-4.657727314012022,46.38395425025888,0.5563710840065661
PedNYC11,PedNYC11_scenario12,12,12.0,-4.685049262936584,47.08640836487863,29.793451110522426,58.2220986102556,-4.6182622942288285,46.49148609098596,0.5986593448387794
PedNYC11,PedNYC11_scenario12,12,13.0,-4.627828623721613,47.23960018974641,28.81754373387079,58.221844414558205,-4.583940166528529,46.6039977136321,0.6371159269061142
PedNYC11,PedNYC11_scenario12,12,14.0,-4.604802295297049,47.39843449276637,27.872512931836447,58.222572782924914,-4.54388243936626,46.713378402153694,0.6877594609543012
PedNYC11,PedNYC11_scenario12,12,15.0,-4.614472972666727,47.584740836725366,26.958809563681324,58.224385964030674,-4.502280598512646,46.83622249007488,0.7568796760983246
PedNYC11,PedNYC11_scenario12,12,16.0,-4.646211603122845,47.77537271533122,26.07550971656738,58.22717661169161,-4.457321352200474,46.9389175970781,0.857517750105126
PedNYC11,PedNYC11_scenario12,12,17.0,-4.659276863078254,47.93975177578742,25.222728481885387,58.23088963543425,-4.424267202938723,47.05947909264758,0.911103472192438
PedNYC11,PedNYC11_scenario12,12,18.0,-4.644311085780401,48.09097950997863,24.398922140183775,58.235442264872326,-4.390348209863387,47.1757818226708,0.949781000651015
PedNYC11,PedNYC11_scenario12,12,19.0,-4.607012849961628,48.2490281364864,23.60329273251572,58.24069870023748,-4.362707882697022,47.31442928765411,0.9660020317104984
PedNYC11,PedNYC11_scenario12,12,20.0,-4.551967541048592,48.414529495264546,22.835861113649706,58.24656696285259,-4.3329680482761805,47.47122679052398,0.9683908150150142
PedNYC11,PedNYC11_scenario12,12,21.0,-4.503869803695612,48.571117989959625,22.09493786142616,58.252693484632786,-4.310098877316171,47.631111885850935,0.9597701014678173
PedNYC11,PedNYC11_scenario12,12,22.0,-4.467277060286074,48.7284606289987,21.391450330778294,58.25840617029159,-4.293121607817558,47.79127449881802,0.9532302786984618
PedNYC11,PedNYC11_scenario12,12,23.0,-4.458633318866946,48.8817848439737,20.733302793856065,58.26354655416411,-4.271744686907946,47.9559248472838,0.9445337972916219
PedNYC11,PedNYC11_scenario12,12,24.0,-4.472056044307249,49.04162402023029,20.12110959977579,58.268139818825986,-4.257644941764595,48.12725489502349,0.9391714529440293
PedNYC11,PedNYC11_scenario12,12,25.0,-4.473852668094953,49.1866699330243,19.556568518357917,58.27222274390152,-4.250464200668677,48.29897589306831,0.9153704801622369
PedNYC11,PedNYC11_scenario12,12,26.0,-4.455278435399055,49.344958921664784,19.039958650107415,58.27583589346048,-4.242039324308456,48.47676547016184,0.8939970848561581
PedNYC11,PedNYC11_scenario12,12,27.0,-4.413390802761533,49.50129005802891,18.567507370437294,58.279008528143315,-4.236218822925501,48.655216065089526,0.864425307338585
PedNYC11,PedNYC11_scenario12,12,28.0,-4.356535234220289,49.6544319624737,18.116290606713807,58.28169512270568,-4.215887871069406,48.84849505844084,0.8181173351319301
PedNYC11,PedNYC11_scenario12,12,29.0,-4.317057006072825,49.78363069443488,17.680708111096354,58.28389077963897,-4.205342621012101,49.0353665735298,0.7565575314960217
PedNYC11,PedNYC11_scenario12,12,30.0,-4.29496131355683,49.903610419999374,17.260237698049977,58.285743009778194,-4.185983706310621,49.22805965386761,0.684284265859096
PedNYC11,PedNYC11_scenario12,12,31.0,-4.284891911521101,50.059531003598735,16.853519696972494,58.28730672017638,-4.165084440818151,49.43519475015202,0.6357276047208564
PedNYC11,PedNYC11_scenario12,12,32.0,-4.296558114505715,50.26438928571596,16.461422925257935,58.28859368261317,-4.142265965859957,49.64127021303947,0.6419372600705857
PedNYC11,PedNYC11_scenario12,12,33.0,-4.2892678420554695,50.432803436685894,16.08228609724216,58.289647036179645,-4.1193590481771585,49.86536034963238,0.5923349181687686
PedNYC11,PedNYC11_scenario12,12,34.0,-4.258950001738489,50.60352302167263,15.716587679548823,58.290470308788755,-4.098542737394153,50.09739577892409,0.5309381096763292
PedNYC11,PedNYC11_scenario12,12,35.0,-4.2123109467279045,50.75630236938443,15.362827983232787,58.291086646636494,-4.073826854555397,50.319051760159255,0.45865666794741955
PedNYC11,PedNYC11_scenario12,12,36.0,-4.149743976252303,50.933043437843615,15.021049404571805,58.2914293329072,-4.047026437946808,50.55033818942699,0.396250173301127
PedNYC11,PedNYC11_scenario12,12,37.0,-4.104137979714519,51.119649706359844,14.691150160385728,58.29149885461737,-4.0316358190503845,50.77503342499031,0.35216039624854567
PedNYC11,PedNYC11_scenario12,12,38.0,-4.089017375853125,51.276694422233206,14.368685192508506,58.29138754922001,-4.010695685576911,50.995682750884235,0.2917222079343035
PedNYC11,PedNYC11_scenario12,12,39.0,-4.0997884502087345,51.43631385505238,14.046331117258308,58.2912950680093,-4.003814717416623,51.215413928380386,0.24084794993884684
PedNYC11,PedNYC11_scenario12,12,40.0,-4.117600994728751,51.63008877428447,13.719711677776923,58.29204545605181,-3.997140541159353,51.4166440357711,0.24509054913069328
PedNYC11,PedNYC11_scenario12,12,41.0,-4.120778380057106,51.809372996370165,13.386474057141626,58.29471059122931,-3.978662397127905,51.60173398884049,0.2516165933555256
PedNYC11,PedNYC11_scenario12,12,42.0,-4.1064658713628415,52.00017563384892,13.04348338785592,58.30006883658156,-3.9573809402001845,51.79519384047265,0.25346371005634294
PedNYC11,PedNYC11_scenario12,12,43.0,-4.0643570450911275,52.18257276397809,12.685773238932923,58.30935675571356,-3.9302921178012786,51.98321587842101,0.24024273672319657
PedNYC11,PedNYC11_scenario12,12,44.0,-4.021144254481541,52.34037058797287,12.309829676068954,58.324730181445794,-3.8929237435633834,52.16021622476684,0.22112461193246477
PedNYC11,PedNYC11_scenario12,12,45.0,-3.9984255217210203,52.50308750450191,11.915385703834765,58.35032274203883,-3.8544816399355546,52.34485527683198,0.21390951118839496
PedNYC11,PedNYC11_scenario12,12,46.0,-4.00633645655342,52.69359917611792,11.508011352510044,58.39027469879722,-3.822212959279426,52.529632771183245,0.24654907056326275
PedNYC11,PedNYC11_scenario12,12,47.0,-4.027255301074156,52.856730438075175,11.094410590310552,58.44650007268138,-3.8005577785614686,52.720859790958976,0.26429642347403276
PedNYC11,PedNYC11_scenario12,12,48.0,-4.034872192765216,53.04401286903466,10.683046272322391,58.52238395366393,-3.805427359586835,52.91797305062,0.26178419986365864
PedNYC11,PedNYC11_scenario12,12,49.0,-4.019690552194537,53.212178257111034,10.284119575444189,58.61759578012949,-3.809981570956803,53.11077727284264,0.23293779517795643
PedNYC11,PedNYC11_scenario12,12,50.0,-3.982580931649162,53.39666736790962,9.90238099729573,58.73123552363913,-3.8075439839839853,53.305935454426724,0.19715530216610927
PedNYC11,PedNYC11_scenario12,12,51.0,-3.949611978660857,53.56679498888988,9.540594595793014,58.86228094449964,-3.7995839040939856,53.494541045922816,0.16652043548024578
