segment_id,macro_label,start_idx,end_idx,ScenarioTime_start_raw,ScenarioTime_end_raw,time_start_sec,time_end_sec,duration_sec,start_speed,end_speed,mean_speed,max_speed,min_speed,mean_slope,min_car_ped_distance_xz_smooth,mean_car_ped_distance_xz_smooth,mean_distance_closing_smooth
0,pre_movement_low_motion,0,175,0.0,8.205322,0.0,8.205321999999999,8.205321999999999,0.20903013695770076,0.02814381540136132,0.18571495404583943,0.3326030930335749,0.02814381540136132,-0.023814895011230016,56.20699973989935,68.80255526942875,0.09281302549329434
1,acceleration,175,266,8.205322,12.274414,8.205321999999999,12.274413999999998,4.0690919999999995,0.02814381540136132,0.5426488602955943,0.20969295176412855,0.5426488602955943,0.02814381540136132,0.10733519598402277,29.473384324657545,43.296058892305844,0.29319108093570134
2,crossing_near_car,266,423,12.274414,19.75,12.274413999999998,19.749999999999996,7.475585999999998,0.5426488602955943,1.1808707290700715,0.8668097259390823,1.1808707290700715,0.5426488602955943,0.048684300453453025,4.7902679422619485,12.862125058682713,0.0750728795777423
3,deceleration,423,545,19.75,25.463135,19.749999999999996,25.463134999999998,5.713135000000001,1.1808707290700715,1.0273014219024696,1.0184062021294527,1.1808707290700715,0.882523989674683,-0.01574207070727707,17.920991491464193,28.824460983907702,-0.12317755525466907
4,post_movement_low_motion,545,565,25.463135,26.343018,25.463134999999998,26.343017999999997,0.8798829999999995,1.0273014219024696,1.1239242471605475,1.075625945559097,1.1239242471605475,1.0273014219024696,0.131785163357097,32.76328536324011,32.80342006771292,-0.0012913691548723711
