participant_id,pednyc_number,scenario,recording_identifier,scenario_time,aligned_time,ped_x,ped_z,veh_x,veh_z,ped_speed,veh_speed,ped_acceleration,veh_acceleration,distance_m,closing_rate_mps,approach_state,ttc_seconds
PedNYC10,10,3,PedNYC10_scenario3,0.0,-10.651245,12.64455509185791,67.02500915527344,84.68990325927734,58.00999450683594,0.0410659503554506,0.000316029945245,0.0178204532600368,8.912770202745155e-05,72.60718064817164,0.04772252673112608,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.061646,-10.589599,12.647133827209473,67.02192687988281,84.68990325927734,58.0099983215332,0.040276786734446,0.0002952654098258,0.0036852792626388,0.0004893484189182,72.60423874528877,0.04047051348845798,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.108765,-10.54248,12.648552894592283,67.02031707763672,84.68986511230469,58.0099983215332,0.0403320906715449,0.0002774794958607,-0.0018571977189574,0.0003854760414303,72.6025929987112,0.037415242891029266,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.152954,-10.498291,12.650099754333496,67.0186538696289,84.68984985351562,58.0099983215332,0.0405569297280247,0.0003075390219012,-0.0103527532951622,0.0002680577782151,72.60083655948358,0.03671214919199883,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.194946,-10.456299,12.651351928710938,67.01734161376953,84.68983459472656,58.0099983215332,0.0410741721652216,0.0002929850445174,-0.0091915993994214,0.0001966667493066,72.59941609962182,0.03118710255921542,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.239502,-10.411743,12.652473449707031,67.01617431640625,84.68982696533203,58.00999450683594,0.0455807791981712,0.0003337720301379,-0.0081657836818639,0.0001780786732128,72.59815132837366,0.03012928188627484,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.28418,-10.367065,12.653745651245115,67.01487731933594,84.68982696533203,58.01000213623047,0.0419562422819328,0.0004629215059338,-0.0086844978178274,0.0002144374513128,72.59672711736425,0.028801597736105577,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.328979,-10.322266,12.65467929840088,67.01323699951172,84.68980407714844,58.0099983215332,0.0401349596972316,0.0004476167966403,-0.0069420809564161,0.0002074114780744,72.5955749931246,0.02839921926261013,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.372192,-10.279053,12.655839920043944,67.01166534423828,84.68981170654297,58.0099983215332,0.0367506386241714,0.0004186084141437,-0.0110915550883946,0.0005037602766399,72.5942360007032,0.02993750943505802,approximately steady,
PedNYC10,10,3,PedNYC10_scenario3,0.415039,-10.236206,12.656933784484863,67.01031494140625,84.68982696533203,58.01000213623047,0.0368045738134416,0.0003995049716105,-0.0085815365240798,0.0003794062544085,72.59299780691214,0.021087521017307154,approximately steady,
